ngram	insep	N(C1C2)	N(C1)	N(C2)	p(C1C2)
c ʃ'	9.11	366	759	366	0.0
ɟ ʒ	8.94	341	341	720	0.0
t s'	3.28	266	1530	266	0.0
t ɬ'	2.58	209	1530	209	0.0
c ʃ	1.0	393	759	3854	0.0
t s	0.86	379	1530	2067	0.0
ʃ t'	0.5	257	3854	649	0.0
ʃ c	0.34	230	3854	759	0.0
s t	0.3	224	2067	1530	0.0
s x	0.29	47	2067	69	0.0
ʃ t	0.29	302	3854	1530	0.0
d z	0.28	213	4476	672	0.0
d ɮ	0.25	264	4476	1191	0.0
ɮ c	0.18	93	1191	759	0.0
ʃ k	0.16	140	3854	606	0.0
ʃ g	0.15	135	3854	594	0.0
ʃ ʔ	0.13	337	3854	4404	0.0
n d	0.13	394	5188	4476	0.0
ʃ ɟ	0.12	91	3854	341	0.0
h w	0.12	43	3950	75	0.0
ɬ t	0.11	142	2183	1530	0.0
ɮ ɣ	0.11	59	1191	510	0.0
ʃ ɣ	0.1	103	3854	510	0.0
s s	0.1	151	2067	2067	0.0
ʔ n	0.09	339	4404	5188	0.0
ɮ ʒ	0.07	58	1191	720	0.0
ʃ d	0.07	254	3854	4476	0.0
ʃ n	0.07	268	3854	5188	0.0
s d	0.07	182	2067	4476	0.0
ɮ t	0.07	80	1191	1530	0.0
k w	0.06	12	606	75	0.0
ʃ ɬ	0.06	162	3854	2183	0.0
t ɬ	0.05	98	1530	2183	0.0
ʔ d	0.04	210	4404	4476	0.0
ʃ k'	0.04	61	3854	508	0.0
ɮ k	0.04	37	1191	606	0.0
ɬ c	0.03	54	2183	759	0.0
s b	0.02	51	2067	1003	0.0
ʃ x	0.02	18	3854	69	0.0
ʃ h	0.02	131	3854	3950	0.0
ɬ k'	0.02	34	2183	508	0.0
ɬ k	0.02	37	2183	606	0.0
s m	0.02	9	2067	45	0.004
ɬ t'	0.02	35	2183	649	0.0
ʃ b	0.02	57	3854	1003	0.0
s g	0.02	32	2067	594	0.0
s k	0.01	29	2067	606	0.0
ʃ ʒ	0.01	42	3854	720	0.0
ɮ d	0.01	52	1191	4476	0.0
s t'	0.01	26	2067	649	0.0
s z	0.01	24	2067	672	0.0
ɬ d	0.01	61	2183	4476	0.0
ɮ ʔ	0.01	43	1191	4404	0.0
ɬ h	0.01	53	2183	3950	0.0
ɬ b	0.01	26	2183	1003	0.0
ɮ z	0.01	15	1191	672	0.0
ɮ j	0.01	15	1191	681	0.0
ʃ ʃ	0.0	62	3854	3854	0.0
ɬ g	0.0	18	2183	594	0.0
ɬ n	0.0	53	2183	5188	0.0
ɮ ɟ	0.0	10	1191	341	0.002
ɬ ʔ	0.0	48	2183	4404	0.0
ɮ g	0.0	12	1191	594	0.0
ɮ k'	0.0	11	1191	508	0.001
h ɟ	0.0	16	3950	341	0.0
h g	0.0	21	3950	594	0.0
z t'	0.0	9	672	649	0.004
ɮ t'	0.0	11	1191	649	0.001
