ngram	insep	N(C1C2)	N(C1)	N(C2)	p(C1C2)
t s'	1.67	473	4023	473	0.0
d ʒ	1.36	1663	13839	2088	0.0
t s	0.75	987	4023	4577	0.0
t ɬ'	0.66	188	4023	188	0.0
t ʃ'	0.61	174	4023	174	0.0
d z	0.32	1026	13839	3340	0.0
ʔ d	0.3	1681	9575	13839	0.0
ʔ g	0.28	1013	9575	5366	0.0
t ʃ	0.22	302	4023	1432	0.0
ɬ t	0.19	247	1155	4023	0.0
ʔ n	0.16	1184	9575	12654	0.0
ɮ t	0.14	504	6310	4023	0.0
ɮ ʔ	0.09	605	6310	9575	0.0
h w	0.07	171	10822	557	0.0
ɮ j	0.06	283	6310	3246	0.0
h g	0.05	449	10822	5366	0.0
h ʔ	0.05	598	10822	9575	0.0
n ʔ	0.05	644	12654	9575	0.0
s t	0.05	243	4577	4023	0.0
ʔ h	0.05	575	9575	10822	0.0
ʃ x	0.04	23	1432	120	0.0
k w	0.04	57	1967	557	0.0
ɮ n	0.04	459	6310	12654	0.0
s x	0.04	38	4577	120	0.0
z d	0.04	347	3340	13839	0.0
ʔ ɮ	0.03	386	9575	6310	0.0
d ɮ	0.03	455	13839	6310	0.0
s k	0.03	145	4577	1967	0.0
s d	0.03	373	4577	13839	0.0
n d	0.02	545	12654	13839	0.0
ɮ k	0.02	142	6310	1967	0.0
s t'	0.02	110	4577	1630	0.0
h d	0.02	483	10822	13839	0.0
ʔ k	0.02	167	9575	1967	0.0
ɮ g	0.02	222	6310	5366	0.0
ʃ t	0.02	88	1432	4023	0.0
ʔ s	0.02	232	9575	4577	0.0
ʔ t	0.02	205	9575	4023	0.0
z n	0.01	209	3340	12654	0.0
z ʔ	0.01	178	3340	9575	0.0
ɮ w	0.01	59	6310	557	0.0
z t	0.01	115	3340	4023	0.0
ʔ z	0.01	173	9575	3340	0.0
ʔ b	0.01	159	9575	2902	0.0
ʔ j	0.01	166	9575	3246	0.0
n g	0.01	241	12654	5366	0.0
