ngram	insep	N(C1C2)	N(C1)	N(C2)	p(C1C2)
r p	2.14	336	3516	4465	0.0
s p	2.1	319	3227	4465	0.0
r l	1.88	89	3516	355	0.0
x t	1.27	216	2765	3957	0.0
ɴ qʰ	1.2	15	93	600	0.0
n t'	0.88	78	5415	378	0.0
j k'	0.75	49	2996	317	0.0
s k'	0.7	49	3227	317	0.0
ʎ q	0.64	76	1753	1535	0.0
x s	0.61	135	2765	3227	0.0
m p	0.6	171	3265	4465	0.0
r qʰ	0.46	57	3516	600	0.0
ɴ q'	0.41	5	93	194	0.062
j t	0.39	125	2996	3957	0.0
j w	0.27	81	2996	2369	0.0
x ʎ	0.24	63	2765	1753	0.0
s k	0.23	89	3227	3223	0.0
ʃ k	0.21	40	693	3223	0.0
s q'	0.21	21	3227	194	0.0
w s	0.16	65	2369	3227	0.0
m p'	0.15	19	3265	224	0.0
r m	0.13	72	3516	3265	0.0
w p	0.13	69	2369	4465	0.0
j ʎ	0.12	46	2996	1753	0.0
ɲ tʃ'	0.12	11	937	328	0.001
ʎ tʃ'	0.12	15	1753	328	0.0
r k'	0.11	20	3516	317	0.0
ʎ p	0.11	53	1753	4465	0.0
l t	0.1	22	355	3957	0.0
ʃ kʰ	0.1	8	693	288	0.008
ŋ kʰ	0.09	2	45	288	0.5
ɲ tʃʰ	0.06	5	937	122	0.062
ʃ pʰ	0.06	5	693	174	0.062
j n	0.05	54	2996	5415	0.0
x tʃ	0.05	38	2765	2942	0.0
j q	0.05	28	2996	1535	0.0
x r	0.05	40	2765	3516	0.0
j tʃ'	0.04	12	2996	328	0.0
s t'	0.04	13	3227	378	0.0
r k	0.04	37	3516	3223	0.0
j m	0.04	34	2996	3265	0.0
x t'	0.03	10	2765	378	0.002
r q'	0.02	7	3516	194	0.016
x tʃ'	0.02	8	2765	328	0.008
m pʰ	0.02	6	3265	174	0.031
j q'	0.02	6	2996	194	0.031
l w	0.02	7	355	2369	0.016
j r	0.01	23	2996	3516	0.0
s p'	0.01	6	3227	224	0.031
r kʰ	0.01	7	3516	288	0.016
x j	0.01	20	2765	2996	0.0
l m	0.01	7	355	3265	0.016
ʃ w	0.01	8	693	2369	0.008
r w	0.01	16	3516	2369	0.0
j s	0.01	17	2996	3227	0.0
x p	0.01	18	2765	4465	0.0
x w	0.01	13	2765	2369	0.0
j tʃʰ	0.01	3	2996	122	0.25
j t'	0.01	5	2996	378	0.062
ʎ m	0.01	11	1753	3265	0.001
w tʃ'	0.01	4	2369	328	0.125
ʎ k'	0.0	3	1753	317	0.25
r t	0.0	15	3516	3957	0.0
n r	0.0	16	5415	3516	0.0
ʃ tʃʰ	0.0	1	693	122	1.0
j tʃ	0.0	10	2996	2942	0.002
s t	0.0	12	3227	3957	0.0
n tʰ	0.0	2	5415	70	0.5
x n	0.0	12	2765	5415	0.0
l k'	0.0	1	355	317	1.0
ʎ k	0.0	7	1753	3223	0.016
ʃ q	0.0	3	693	1535	0.25
m s	0.0	9	3265	3227	0.004
x m	0.0	8	2765	3265	0.008
w k'	0.0	2	2369	317	0.5
x tʰ	0.0	1	2765	70	1.0
ʎ tʃʰ	0.0	1	1753	122	1.0
s m	0.0	7	3227	3265	0.016
w q	0.0	4	2369	1535	0.125
x l	0.0	2	2765	355	0.5
n s	0.0	8	5415	3227	0.008
l k	0.0	2	355	3223	0.5
s ɲ	0.0	3	3227	937	0.25
ʎ w	0.0	3	1753	2369	0.25
s w	0.0	4	3227	2369	0.125
j pʰ	0.0	1	2996	174	1.0
l q	0.0	1	355	1535	1.0
ʎ tʃ	0.0	3	1753	2942	0.25
r tʃ	0.0	4	3516	2942	0.125
j kʰ	0.0	1	2996	288	1.0
w r	0.0	3	2369	3516	0.25
j l	0.0	1	2996	355	1.0
h w	0.0	1	800	2369	1.0
w t	0.0	2	2369	3957	0.5
ʃ r	0.0	1	693	3516	1.0
j ɲ	0.0	1	2996	937	1.0
s ʎ	0.0	1	3227	1753	1.0
w tʃ	0.0	1	2369	2942	1.0
w j	0.0	1	2369	2996	1.0
w k	0.0	1	2369	3223	1.0
j p	0.0	1	2996	4465	1.0
s n	0.0	1	3227	5415	1.0
r n	0.0	1	3516	5415	1.0
