ngram	insep	N(C1C2)	N(C1)	N(C2)	p(C1C2)
n d	1.17	2047	16198	9481	0.0
ɲ ɟ	1.08	683	3493	5314	0.0
m b	0.91	1439	12137	8049	0.0
c c	0.86	407	2876	2876	0.0
g g	0.74	1078	8204	8204	0.0
ŋ k	0.56	426	2334	5894	0.0
n t	0.38	1416	16198	13910	0.0
q q	0.35	72	794	794	0.0
ɲ c	0.23	233	3493	2876	0.0
d d	0.19	639	9481	9481	0.0
t t	0.18	890	13910	13910	0.0
l l	0.16	1055	17020	17020	0.0
s s	0.12	503	9628	9628	0.0
b b	0.11	409	8049	8049	0.0
ɲ ɲ	0.1	171	3493	3493	0.0
m p	0.08	233	12137	2364	0.0
n n	0.08	682	16198	16198	0.0
g n	0.07	470	8204	16198	0.0
ɟ ɟ	0.06	196	5314	5314	0.0
m m	0.06	445	12137	12137	0.0
s t	0.06	424	9628	13910	0.0
d ɟ	0.05	239	9481	5314	0.0
p r	0.03	139	2364	11222	0.0
r t	0.03	315	11222	13910	0.0
f f	0.03	102	4192	4192	0.0
j j	0.02	155	7128	7128	0.0
f r	0.02	132	4192	11222	0.0
n s	0.01	226	16198	9628	0.0
b l	0.01	198	8049	17020	0.0
r s	0.01	175	11222	9628	0.0
g l	0.01	193	8204	17020	0.0
b r	0.01	146	8049	11222	0.0
s p	0.01	73	9628	2364	0.0
r k	0.01	124	11222	5894	0.0
t r	0.01	190	13910	11222	0.0
r l	0.01	209	11222	17020	0.0
r r	0.01	168	11222	11222	0.0
c k	0.01	61	2876	5894	0.0
r m	0.01	171	11222	12137	0.0
r n	0.01	196	11222	16198	0.0
s k	0.01	109	9628	5894	0.0
r d	0.01	138	11222	9481	0.0
x t	0.01	97	4008	13910	0.0
x l	0.01	104	4008	17020	0.0
w w	0.01	75	6085	6085	0.0
r g	0.01	116	11222	8204	0.0
c r	0.01	67	2876	11222	0.0
t l	0.01	178	13910	17020	0.0
p l	0.01	73	2364	17020	0.0
ŋ ŋ	0.01	26	2334	2334	0.0
pp l	0.0	39	787	17020	0.0
l k	0.0	106	17020	5894	0.0
f l	0.0	85	4192	17020	0.0
r c	0.0	55	11222	2876	0.0
c t	0.0	61	2876	13910	0.0
j t	0.0	96	7128	13910	0.0
g r	0.0	90	8204	11222	0.0
d r	0.0	95	9481	11222	0.0
r b	0.0	86	11222	8049	0.0
r j	0.0	76	11222	7128	0.0
x x	0.0	34	4008	4008	0.0
j l	0.0	92	7128	17020	0.0
w l	0.0	84	6085	17020	0.0
s c	0.0	43	9628	2876	0.0
ŋ kk	0.0	15	2334	1496	0.0
j k	0.0	51	7128	5894	0.0
l b	0.0	89	17020	8049	0.0
p t	0.0	42	2364	13910	0.0
r x	0.0	48	11222	4008	0.0
s l	0.0	90	9628	17020	0.0
c l	0.0	49	2876	17020	0.0
k s	0.0	52	5894	9628	0.0
l j	0.0	72	17020	7128	0.0
t s	0.0	73	13910	9628	0.0
m t	0.0	80	12137	13910	0.0
f t	0.0	47	4192	13910	0.0
kk l	0.0	31	1496	17020	0.0
l t	0.0	94	17020	13910	0.0
j s	0.0	50	7128	9628	0.0
x n	0.0	48	4008	16198	0.0
j n	0.0	62	7128	16198	0.0
l m	0.0	82	17020	12137	0.0
w t	0.0	52	6085	13910	0.0
m l	0.0	79	12137	17020	0.0
j m	0.0	51	7128	12137	0.0
l n	0.0	90	17020	16198	0.0
ŋ l	0.0	34	2334	17020	0.0
ɲ s	0.0	30	3493	9628	0.0
l s	0.0	66	17020	9628	0.0
pp p	0.0	7	787	2364	0.016
k t	0.0	45	5894	13910	0.0
x k	0.0	24	4008	5894	0.0
g s	0.0	43	8204	9628	0.0
k r	0.0	38	5894	11222	0.0
q l	0.0	17	794	17020	0.0
n f	0.0	38	16198	4192	0.0
l d	0.0	58	17020	9481	0.0
r p	0.0	22	11222	2364	0.0
