ngram	insep	N(C1C2)	N(C1)	N(C2)	p(C1C2)
ts j	0.59	210	1257	2073	0.0
d ʒ	0.34	31	1723	57	0.0
s t	0.25	301	2139	5968	0.0
ɡ ʁ	0.07	111	1441	4222	0.0
t ʁ	0.07	221	5968	4222	0.0
p ʁ	0.06	94	1281	4222	0.0
ɡ j	0.05	68	1441	2073	0.0
n t	0.05	175	3706	5968	0.0
k ʁ	0.04	119	2775	4222	0.0
k s	0.04	82	2775	2139	0.0
s p	0.04	55	2139	1281	0.0
n d	0.04	81	3706	1723	0.0
s k	0.03	75	2139	2775	0.0
ʁ ɡ	0.03	74	4222	1441	0.0
k l	0.03	83	2775	2824	0.0
k ts	0.03	53	2775	1257	0.0
ʃ t	0.03	85	1558	5968	0.0
d ʁ	0.03	74	1723	4222	0.0
f ʁ	0.03	60	1162	4222	0.0
b ʁ	0.03	56	1036	4222	0.0
k t	0.02	107	2775	5968	0.0
ʁ j	0.02	77	4222	2073	0.0
ʁ b	0.02	53	4222	1036	0.0
ɡ l	0.02	51	1441	2824	0.0
p l	0.02	48	1281	2824	0.0
p s	0.02	39	1281	2139	0.0
ʁ k	0.02	80	4222	2775	0.0
χ l	0.02	58	2207	2824	0.0
n ɡ	0.02	50	3706	1441	0.0
b l	0.02	37	1036	2824	0.0
ʁ d	0.02	58	4222	1723	0.0
d j	0.02	40	1723	2073	0.0
f l	0.01	37	1162	2824	0.0
s f	0.01	32	2139	1162	0.0
v ʁ	0.01	47	1293	4222	0.0
t χ	0.01	73	5968	2207	0.0
ʁ χ	0.01	61	4222	2207	0.0
f j	0.01	31	1162	2073	0.0
m b	0.01	38	3577	1036	0.0
m p	0.01	42	3577	1281	0.0
ʃ l	0.01	41	1558	2824	0.0
χ ʃ	0.01	36	2207	1558	0.0
ʃ k	0.01	40	1558	2775	0.0
ts l	0.01	36	1257	2824	0.0
ʃ m	0.01	45	1558	3577	0.0
ɡ z	0.01	22	1441	933	0.0
s χ	0.01	41	2139	2207	0.0
n s	0.01	53	3706	2139	0.0
ʁ m	0.01	72	4222	3577	0.0
n j	0.01	51	3706	2073	0.0
ʁ t	0.01	92	4222	5968	0.0
s j	0.01	37	2139	2073	0.0
w t	0.01	8	35	5968	0.008
k v	0.01	33	2775	1293	0.0
ʁ p	0.01	39	4222	1281	0.0
ɡ d	0.01	26	1441	1723	0.0
z ʁ	0.01	32	933	4222	0.0
t p	0.01	44	5968	1281	0.0
l j	0.01	38	2824	2073	0.0
t b	0.01	39	5968	1036	0.0
χ b	0.01	23	2207	1036	0.0
k d	0.01	33	2775	1723	0.0
z d	0.01	19	933	1723	0.0
χ s	0.01	32	2207	2139	0.0
