ngram	insep	N(C1C2)	N(C1)	N(C2)	p(C1C2)
ŋ k	2.0	1995	2013	28221	0.0
t: s	1.27	4334	11436	37111	0.0
s t	1.23	8994	37111	50747	0.0
s k	0.46	4094	37111	28221	0.0
t r	0.43	7098	50747	65860	0.0
m p	0.34	2376	24011	19496	0.0
t s	0.26	4160	50747	37111	0.0
s p	0.24	2454	37111	19496	0.0
p r	0.23	3247	19496	65860	0.0
g r	0.2	1825	7268	65860	0.0
m b	0.17	1357	24011	12704	0.0
nt s	0.17	1629	12383	37111	0.0
n f	0.11	1132	31811	10056	0.0
n tʃ	0.11	1034	31811	8717	0.0
s m	0.11	1835	37111	24011	0.0
n dʒ	0.09	736	31811	5195	0.0
n s	0.07	1672	31811	37111	0.0
b r	0.07	1390	12704	65860	0.0
z b	0.06	487	8949	12704	0.0
k r	0.05	1832	28221	65860	0.0
r t	0.05	2387	65860	50747	0.0
f r	0.04	1017	10056	65860	0.0
l t	0.04	1478	29363	50747	0.0
r d	0.04	1155	65860	14390	0.0
p l	0.04	849	19496	29363	0.0
nt r	0.04	1008	12383	65860	0.0
r m	0.04	1400	65860	24011	0.0
g: r	0.03	149	283	65860	0.0
n v	0.03	612	31811	10619	0.0
z g	0.03	262	8949	7268	0.0
s f	0.03	611	37111	10056	0.0
r b	0.02	830	65860	12704	0.0
d r	0.02	849	14390	65860	0.0
k l	0.02	749	28221	29363	0.0
r dʒ	0.02	440	65860	5195	0.0
r g	0.01	501	65860	7268	0.0
r k	0.01	979	65860	28221	0.0
f l	0.01	390	10056	29363	0.0
r n	0.01	956	65860	31811	0.0
l v	0.01	356	29363	10619	0.0
r s	0.01	995	65860	37111	0.0
r tʃ	0.01	470	65860	8717	0.0
p: r	0.01	205	1692	65860	0.0
l d	0.01	364	29363	14390	0.0
s v	0.01	336	37111	10619	0.0
b: r	0.01	140	1041	65860	0.0
d z	0.01	186	14390	8949	0.0
r v	0.01	419	65860	10619	0.0
ŋg r	0.01	135	1191	65860	0.0
l tʃ	0.01	241	29363	8717	0.0
t: r	0.01	413	11436	65860	0.0
b l	0.01	283	12704	29363	0.0
l f	0.01	246	29363	10056	0.0
l g	0.01	207	29363	7268	0.0
l m	0.01	363	29363	24011	0.0
r p	0.01	474	65860	19496	0.0
l dʒ	0.0	163	29363	5195	0.0
g l	0.0	189	7268	29363	0.0
f: r	0.0	114	1299	65860	0.0
r f	0.0	305	65860	10056	0.0
l k	0.0	337	29363	28221	0.0
l b	0.0	201	29363	12704	0.0
l s	0.0	341	29363	37111	0.0
ŋ ʎ	0.0	18	2013	1670	0.0
b: l	0.0	52	1041	29363	0.0
p: l	0.0	65	1692	29363	0.0
v r	0.0	218	10619	65860	0.0
l p	0.0	193	29363	19496	0.0
r l	0.0	330	65860	29363	0.0
ŋg l	0.0	44	1191	29363	0.0
f: l	0.0	43	1299	29363	0.0
s d	0.0	158	37111	14390	0.0
nd r	0.0	170	10019	65860	0.0
g: l	0.0	19	283	29363	0.0
g m	0.0	84	7268	24011	0.0
k: l	0.0	60	3163	29363	0.0
s l	0.0	153	37111	29363	0.0
p t	0.0	140	19496	50747	0.0
k s	0.0	139	28221	37111	0.0
p s	0.0	115	19496	37111	0.0
k n	0.0	117	28221	31811	0.0
k t	0.0	132	28221	50747	0.0
n ʃ	0.0	25	31811	1732	0.0
f t	0.0	61	10056	50747	0.0
s n	0.0	92	37111	31811	0.0
b d	0.0	32	12704	14390	0.0
m n	0.0	59	24011	31811	0.0
p n	0.0	44	19496	31811	0.0
k: r	0.0	23	3163	65860	0.0
s dʒ	0.0	22	37111	5195	0.0
t m	0.0	55	50747	24011	0.0
d: r	0.0	8	399	65860	0.008
r ɲ	0.0	12	65860	1284	0.0
b s	0.0	28	12704	37111	0.0
nd z	0.0	11	10019	8949	0.001
l n	0.0	33	29363	31811	0.0
l ʃ	0.0	7	29363	1732	0.016
t n	0.0	37	50747	31811	0.0
m v	0.0	14	24011	10619	0.0
t l	0.0	33	50747	29363	0.0
b n	0.0	17	12704	31811	0.0
s r	0.0	39	37111	65860	0.0
g d	0.0	8	7268	14390	0.008
n l	0.0	23	31811	29363	0.0
ŋg s	0.0	5	1191	37111	0.062
f: ʃ	0.0	1	1299	1732	1.0
n m	0.0	18	31811	24011	0.0
d s	0.0	14	14390	37111	0.0
n p	0.0	15	31811	19496	0.0
s: m	0.0	5	4463	24011	0.062
r ʎ	0.0	5	65860	1670	0.062
b k	0.0	9	12704	28221	0.004
n b	0.0	9	31811	12704	0.004
n r	0.0	20	31811	65860	0.0
