ngram	insep	N(C1C2)	N(C1)	N(C2)	p(C1C2)
m p	1.13	475	3281	4493	0.0
x t	1.08	384	2775	3611	0.0
j t	1.07	381	2765	3611	0.0
s p	0.77	406	3492	4493	0.0
ʎ p'	0.74	74	1832	299	0.0
r p	0.53	339	3535	4493	0.0
r l	0.46	89	3535	358	0.0
n k'	0.43	115	5220	434	0.0
j m	0.23	168	2765	3281	0.0
n t'	0.23	78	5220	378	0.0
x tʃ	0.2	145	2775	2727	0.0
j n	0.2	198	2765	5220	0.0
s t	0.17	173	3492	3611	0.0
x s	0.17	151	2775	3492	0.0
ʎ q	0.16	76	1832	1491	0.0
x ʎ	0.15	103	2775	1832	0.0
j k'	0.15	49	2765	434	0.0
j w	0.13	108	2765	2384	0.0
j p	0.13	147	2765	4493	0.0
j ʎ	0.13	93	2765	1832	0.0
s k'	0.12	50	3492	434	0.0
j q	0.12	81	2765	1491	0.0
r qʰ	0.11	57	3535	616	0.0
n m	0.1	155	5220	3281	0.0
s n	0.09	151	3492	5220	0.0
n ɲ	0.09	68	5220	710	0.0
x k	0.09	97	2775	2913	0.0
ʃ k	0.08	38	463	2913	0.0
s k	0.07	101	3492	2913	0.0
x p	0.06	99	2775	4493	0.0
s m	0.05	86	3492	3281	0.0
s q'	0.05	21	3492	196	0.0
x r	0.04	75	2775	3535	0.0
j tʃ	0.04	64	2765	2727	0.0
w s	0.04	66	2384	3492	0.0
ɲ tʃ'	0.04	11	710	328	0.001
r m	0.04	76	3535	3281	0.0
w p	0.03	71	2384	4493	0.0
ʎ tʃ'	0.03	15	1832	328	0.0
l t	0.03	22	358	3611	0.0
m p'	0.03	19	3281	299	0.0
ʎ p	0.03	54	1832	4493	0.0
x q	0.03	38	2775	1491	0.0
ʃ pʰ	0.02	5	463	174	0.062
ɲ tʃʰ	0.02	5	710	120	0.062
n r	0.02	73	5220	3535	0.0
r k'	0.02	20	3535	434	0.0
ʃ kʰ	0.01	5	463	274	0.062
x m	0.01	42	2775	3281	0.0
r k	0.01	42	3535	2913	0.0
s ʎ	0.01	33	3492	1832	0.0
j tʃ'	0.01	12	2765	328	0.0
j s	0.01	38	2765	3492	0.0
j r	0.01	36	2765	3535	0.0
s t'	0.01	13	3492	378	0.0
x ɲ	0.01	15	2775	710	0.0
s w	0.01	29	3492	2384	0.0
x t'	0.01	10	2775	378	0.002
x j	0.01	25	2775	2765	0.0
x tʃʰ	0.01	5	2775	120	0.062
ʃ w	0.01	9	463	2384	0.004
x w	0.01	22	2775	2384	0.0
r q'	0.01	7	3535	196	0.016
x tʃ'	0.01	8	2775	328	0.008
n qʰ	0.01	15	5220	616	0.0
j q'	0.0	6	2765	196	0.031
m pʰ	0.0	6	3281	174	0.031
n w	0.0	27	5220	2384	0.0
l w	0.0	7	358	2384	0.016
r kʰ	0.0	7	3535	274	0.016
l m	0.0	7	358	3281	0.016
x n	0.0	23	2775	5220	0.0
s p'	0.0	6	3492	299	0.031
j ɲ	0.0	8	2765	710	0.008
r w	0.0	16	3535	2384	0.0
s tʃ	0.0	17	3492	2727	0.0
j tʃʰ	0.0	3	2765	120	0.25
n q'	0.0	5	5220	196	0.062
j t'	0.0	5	2765	378	0.062
w tʃ'	0.0	4	2384	328	0.125
ʎ m	0.0	11	1832	3281	0.001
r t	0.0	16	3535	3611	0.0
ʃ tʃʰ	0.0	1	463	120	1.0
n j	0.0	14	5220	2765	0.0
ʃ q	0.0	3	463	1491	0.25
ʎ k'	0.0	3	1832	434	0.25
n tʰ	0.0	2	5220	70	0.5
s ɲ	0.0	5	3492	710	0.062
s kʰ	0.0	3	3492	274	0.25
ʎ k	0.0	7	1832	2913	0.016
n n	0.0	15	5220	5220	0.0
n s	0.0	12	5220	3492	0.0
m s	0.0	9	3281	3492	0.004
n ʎ	0.0	8	5220	1832	0.008
l k'	0.0	1	358	434	1.0
x tʰ	0.0	1	2775	70	1.0
ʎ tʃʰ	0.0	1	1832	120	1.0
w q	0.0	4	2384	1491	0.125
x l	0.0	2	2775	358	0.5
s r	0.0	7	3492	3535	0.016
w k'	0.0	2	2384	434	0.5
l k	0.0	2	358	2913	0.5
n kʰ	0.0	2	5220	274	0.5
j pʰ	0.0	1	2765	174	1.0
ʎ w	0.0	3	1832	2384	0.25
l q	0.0	1	358	1491	1.0
w t	0.0	4	2384	3611	0.125
ʎ tʃ	0.0	3	1832	2727	0.25
r tʃ	0.0	4	3535	2727	0.125
r n	0.0	5	3535	5220	0.062
j kʰ	0.0	1	2765	274	1.0
w r	0.0	3	2384	3535	0.25
j l	0.0	1	2765	358	1.0
r p'	0.0	1	3535	299	1.0
r j	0.0	3	3535	2765	0.25
s l	0.0	1	3492	358	1.0
l p	0.0	1	358	4493	1.0
r ʎ	0.0	2	3535	1832	0.5
ʃ r	0.0	1	463	3535	1.0
h w	0.0	1	812	2384	1.0
w h	0.0	1	2384	812	1.0
j h	0.0	1	2765	812	1.0
r ɲ	0.0	1	3535	710	1.0
h m	0.0	1	812	3281	1.0
h t	0.0	1	812	3611	1.0
w tʃ	0.0	1	2384	2727	1.0
w j	0.0	1	2384	2765	1.0
w k	0.0	1	2384	2913	1.0
s j	0.0	1	3492	2765	1.0
m n	0.0	1	3281	5220	1.0
