ngram	insep	N(C1C2)	N(C1)	N(C2)	p(C1C2)
j ʃ	0.99	4	175	4	0.124
n k	0.67	29	241	227	0.0
n t	0.37	23	241	259	0.0
m p'	0.23	8	246	50	0.008
r k	0.21	18	291	227	0.0
n q'	0.21	13	241	146	0.0
n kʰ	0.2	10	241	88	0.002
n q	0.19	15	241	208	0.0
m p	0.14	13	246	213	0.0
x r	0.14	10	107	291	0.002
s t	0.13	16	319	259	0.0
ʎ p	0.12	12	242	213	0.0
n qʰ	0.1	10	241	174	0.002
j r	0.1	11	175	291	0.001
r p	0.1	12	291	213	0.0
x t	0.1	8	107	259	0.008
n tʃ	0.09	10	241	195	0.002
ʎ q	0.09	10	242	208	0.002
x w	0.08	7	107	236	0.015
n t'	0.08	7	241	105	0.015
m pʰ	0.08	7	246	104	0.015
l t	0.08	9	174	259	0.004
s kʰ	0.08	7	319	88	0.015
r m	0.07	11	291	246	0.001
ʎ m	0.07	10	242	246	0.002
s k	0.07	11	319	227	0.001
r q	0.07	10	291	208	0.002
ʎ qʰ	0.07	8	242	174	0.008
r q'	0.07	8	291	146	0.008
s p	0.06	10	319	213	0.002
r kʰ	0.06	6	291	88	0.031
j k	0.05	7	175	227	0.015
h ʎ	0.05	8	220	242	0.008
x tʃ	0.05	5	107	195	0.062
r w	0.05	9	291	236	0.004
s t'	0.05	6	319	105	0.031
x s	0.05	6	107	319	0.031
s q'	0.05	7	319	146	0.015
r qʰ	0.04	7	291	174	0.015
x ʎ	0.04	5	107	242	0.062
x m	0.04	5	107	246	0.062
w r	0.04	8	236	291	0.008
ʎ k	0.04	7	242	227	0.015
j t'	0.04	4	175	105	0.124
j n	0.04	6	175	241	0.031
x t'	0.03	3	107	105	0.249
j t	0.03	6	175	259	0.031
ʎ q'	0.03	5	242	146	0.062
s qʰ	0.03	6	319	174	0.031
n s	0.03	7	241	319	0.015
ʎ pʰ	0.03	4	242	104	0.124
x n	0.03	4	107	241	0.124
j w	0.03	5	175	236	0.062
j ʎ	0.03	5	175	242	0.062
x tʃ'	0.02	3	107	152	0.249
n tʰ	0.02	3	241	68	0.249
w tʃ	0.02	5	236	195	0.062
l t'	0.02	3	174	105	0.249
w s	0.02	6	236	319	0.031
s n	0.02	6	319	241	0.031
l q	0.02	4	174	208	0.124
j m	0.02	4	175	246	0.124
j ɲ	0.02	2	175	62	0.5
j q'	0.02	3	175	146	0.249
ɲ tʃ	0.01	2	62	195	0.5
ʎ p'	0.01	2	242	50	0.5
w k	0.01	4	236	227	0.124
r pʰ	0.01	3	291	104	0.249
r p'	0.01	2	291	50	0.5
j tʃ	0.01	3	175	195	0.249
w tʃ'	0.01	3	236	152	0.249
j q	0.01	3	175	208	0.249
n tʃ'	0.01	3	241	152	0.249
l h	0.01	3	174	220	0.249
j pʰ	0.01	2	175	104	0.5
w qʰ	0.01	3	236	174	0.249
h tʃ	0.01	3	220	195	0.249
s ɲ	0.01	2	319	62	0.5
h tʃʰ	0.01	2	220	92	0.5
w kʰ	0.01	2	236	88	0.5
kʰ ɲ	0.01	1	88	62	1.0
n tʃʰ	0.01	2	241	92	0.5
ʎ tʃʰ	0.01	2	242	92	0.5
p t'	0.01	2	213	105	0.5
r s	0.01	4	291	319	0.124
x ɲ	0.01	1	107	62	1.0
w t	0.01	3	236	259	0.249
ʎ t	0.01	3	242	259	0.249
s q	0.01	3	319	208	0.249
r x	0.01	2	291	107	0.5
r n	0.01	3	291	241	0.249
h s	0.01	3	220	319	0.249
r t	0.01	3	291	259	0.249
m s	0.0	3	246	319	0.249
j p'	0.0	1	175	50	1.0
j p	0.0	2	175	213	0.5
x tʃʰ	0.0	1	107	92	1.0
l w	0.0	2	174	236	0.5
ʎ tʃ	0.0	2	242	195	0.5
l tʰ	0.0	1	174	68	1.0
m tʃ	0.0	2	246	195	0.5
h m	0.0	2	220	246	0.5
h t	0.0	2	220	259	0.5
ʎ w	0.0	2	242	236	0.5
w ʎ	0.0	2	236	242	0.5
j kʰ	0.0	1	175	88	1.0
s p'	0.0	1	319	50	1.0
h r	0.0	2	220	291	0.5
r h	0.0	2	291	220	0.5
l pʰ	0.0	1	174	104	1.0
s w	0.0	2	319	236	0.5
s ʎ	0.0	2	319	242	0.5
p tʃʰ	0.0	1	213	92	1.0
s m	0.0	2	319	246	0.5
m kʰ	0.0	1	246	88	1.0
