ngram	insep	N(C1C2)	N(C1)	N(C2)	p(C1C2)
n d	4.34	684	1846	1094	0.0
N g	2.71	1373	2562	5084	0.0
m b	1.17	570	1863	2780	0.0
l m	0.22	232	2442	1863	0.0
nj j	0.22	254	2636	2108	0.0
l N	0.17	237	2442	2562	0.0
l g	0.16	322	2442	5084	0.0
n g	0.13	260	1846	5084	0.0
l b	0.13	216	2442	2780	0.0
l n	0.13	176	2442	1846	0.0
r g	0.12	191	1147	5084	0.0
y N	0.11	151	1529	2562	0.0
y j	0.07	110	1529	2108	0.0
y m	0.06	92	1529	1863	0.0
l d	0.05	88	2442	1094	0.0
n b	0.05	118	1846	2780	0.0
l nj	0.05	127	2442	2636	0.0
R b	0.05	86	1106	2780	0.0
l j	0.04	109	2442	2108	0.0
n nj	0.04	103	1846	2636	0.0
y g	0.03	108	1529	5084	0.0
n j	0.02	63	1846	2108	0.0
y nj	0.02	61	1529	2636	0.0
R g	0.01	66	1106	5084	0.0
R j	0.01	41	1106	2108	0.0
y b	0.01	54	1529	2780	0.0
r j	0.01	39	1147	2108	0.0
r N	0.01	38	1147	2562	0.0
r nj	0.01	36	1147	2636	0.0
r b	0.01	34	1147	2780	0.0
R N	0.01	29	1106	2562	0.0
R m	0.0	23	1106	1863	0.0
nj nj	0.0	35	2636	2636	0.0
n m	0.0	20	1846	1863	0.0
r d	0.0	11	1147	1094	0.001
nj g	0.0	35	2636	5084	0.0
l w	0.0	13	2442	849	0.0
R w	0.0	7	1106	849	0.016
r m	0.0	10	1147	1863	0.002
R nj	0.0	7	1106	2636	0.016
y n	0.0	6	1529	1846	0.031
n N	0.0	7	1846	2562	0.016
m nj	0.0	4	1863	2636	0.125
m g	0.0	4	1863	5084	0.125
r w	0.0	1	1147	849	1.0
