ngram	insep	N(C1C2)	N(C1)	N(C2)	p(C1C2)
d: ʒ	3.58	2061	2460	7256	0.0
d ʒ	1.89	5195	29604	7256	0.0
t ʃ	1.3	8717	71847	12232	0.0
n d	1.08	10755	54213	29604	0.0
ŋ g	0.79	1191	3204	8459	0.0
n t	0.7	13417	54213	71847	0.0
ŋ k	0.66	1995	3204	28221	0.0
t: s	0.58	4334	13219	37111	0.0
s t	0.46	8994	37111	71847	0.0
t: ʃ	0.3	1783	13219	12232	0.0
s k	0.24	4094	37111	28221	0.0
t r	0.21	8106	71847	65860	0.0
t s	0.19	5789	71847	37111	0.0
m p	0.18	2376	24011	19496	0.0
s p	0.13	2454	37111	19496	0.0
p r	0.12	3247	19496	65860	0.0
g r	0.1	1960	8459	65860	0.0
m b	0.09	1357	24011	12704	0.0
s m	0.06	1835	37111	24011	0.0
n f	0.04	1132	54213	10056	0.0
b r	0.03	1390	12704	65860	0.0
z b	0.03	487	8949	12704	0.0
k r	0.03	1832	28221	65860	0.0
r t	0.03	2857	65860	71847	0.0
f r	0.02	1017	10056	65860	0.0
l t	0.02	1719	29363	71847	0.0
n s	0.02	1672	54213	37111	0.0
r d	0.02	1595	65860	29604	0.0
p l	0.02	849	19496	29363	0.0
r m	0.02	1400	65860	24011	0.0
g: r	0.02	149	283	65860	0.0
s f	0.02	611	37111	10056	0.0
z g	0.01	262	8949	8459	0.0
r b	0.01	830	65860	12704	0.0
k l	0.01	749	28221	29363	0.0
n v	0.01	612	54213	10619	0.0
d r	0.01	1019	29604	65860	0.0
r k	0.01	979	65860	28221	0.0
f l	0.01	390	10056	29363	0.0
r g	0.01	501	65860	8459	0.0
l v	0.01	356	29363	10619	0.0
r s	0.01	995	65860	37111	0.0
p: r	0.01	205	1692	65860	0.0
l d	0.0	527	29363	29604	0.0
s v	0.0	336	37111	10619	0.0
b: r	0.0	140	1041	65860	0.0
r n	0.0	956	65860	54213	0.0
r v	0.0	419	65860	10619	0.0
g l	0.0	233	8459	29363	0.0
b l	0.0	283	12704	29363	0.0
l f	0.0	246	29363	10056	0.0
t: r	0.0	413	13219	65860	0.0
l m	0.0	363	29363	24011	0.0
r p	0.0	474	65860	19496	0.0
l g	0.0	207	29363	8459	0.0
f: r	0.0	114	1299	65860	0.0
d z	0.0	197	29604	8949	0.0
r f	0.0	305	65860	10056	0.0
l k	0.0	337	29363	28221	0.0
l b	0.0	201	29363	12704	0.0
l s	0.0	341	29363	37111	0.0
b: l	0.0	52	1041	29363	0.0
p: l	0.0	65	1692	29363	0.0
v r	0.0	218	10619	65860	0.0
l p	0.0	193	29363	19496	0.0
ŋ ʎ	0.0	18	3204	1670	0.0
