ngram	insep	N(C1C2)	N(C1)	N(C2)	p(C1C2)
ŋ s	0.65	137	3135	2944	0.0
b r	0.39	114	2166	4966	0.0
mp l	0.34	42	423	3924	0.0
p r	0.32	111	2454	4966	0.0
nt r	0.25	44	507	4966	0.0
t r	0.2	100	3162	4966	0.0
s t	0.15	66	2944	3162	0.0
mb r	0.14	30	405	4966	0.0
p l	0.14	65	2454	3924	0.0
mb l	0.14	26	405	3924	0.0
ŋ c	0.14	42	3135	1329	0.0
ŋk r	0.13	33	543	4966	0.0
b l	0.12	57	2166	3924	0.0
mp r	0.11	27	423	4966	0.0
ŋ j	0.1	27	3135	772	0.0
ŋ p	0.1	48	3135	2454	0.0
ŋ h	0.09	41	3135	1854	0.0
ŋk l	0.09	24	543	3924	0.0
ŋ b	0.08	41	3135	2166	0.0
ŋ d	0.08	34	3135	1534	0.0
ŋ t	0.07	48	3135	3162	0.0
k s	0.07	52	4082	2944	0.0
ɲc l	0.07	16	292	3924	0.0
c l	0.07	34	1329	3924	0.0
nd r	0.06	22	508	4966	0.0
ɲc r	0.06	16	292	4966	0.0
c r	0.05	33	1329	4966	0.0
n s	0.05	30	1923	2944	0.0
ʔ m	0.05	2	17	1631	0.5
ŋ l	0.04	38	3135	3924	0.0
r t	0.04	42	4966	3162	0.0
s r	0.03	39	2944	4966	0.0
n f	0.03	2	1923	21	0.5
n v	0.03	1	1923	6	1.0
b j	0.03	12	2166	772	0.0
g d	0.02	16	2149	1534	0.0
ʔ j	0.02	1	17	772	1.0
s m	0.02	19	2944	1631	0.0
ŋ r	0.02	34	3135	4966	0.0
ɲɟ r	0.02	7	139	4966	0.016
d r	0.02	23	1534	4966	0.0
g r	0.02	27	2149	4966	0.0
k r	0.02	37	4082	4966	0.0
r m	0.02	23	4966	1631	0.0
s w	0.02	13	2944	919	0.0
k t	0.02	28	4082	3162	0.0
g j	0.02	10	2149	772	0.002
h m	0.02	12	1854	1631	0.0
r n	0.01	21	4966	1923	0.0
k l	0.01	27	4082	3924	0.0
d ʔ	0.01	1	1534	17	1.0
ɟ l	0.01	11	809	3924	0.001
h w	0.01	8	1854	919	0.008
k c	0.01	14	4082	1329	0.0
ɟ r	0.01	12	809	4966	0.0
r s	0.01	22	4966	2944	0.0
r g	0.01	18	4966	2149	0.0
h k	0.01	15	1854	4082	0.0
k b	0.01	16	4082	2166	0.0
ŋ m	0.01	12	3135	1631	0.0
mp j	0.01	3	423	772	0.25
ʔ b	0.01	1	17	2166	1.0
h c	0.01	8	1854	1329	0.008
h j	0.01	6	1854	772	0.031
s p	0.01	13	2944	2454	0.0
r d	0.01	13	4966	1534	0.0
f g	0.01	1	21	2149	1.0
r w	0.01	10	4966	919	0.002
ŋg r	0.01	6	334	4966	0.031
k g	0.01	13	4082	2149	0.0
p j	0.01	6	2454	772	0.031
s k	0.01	15	2944	4082	0.0
h n	0.01	8	1854	1923	0.008
h p	0.01	9	1854	2454	0.004
h d	0.01	7	1854	1534	0.016
ɲɟ l	0.01	3	139	3924	0.25
f s	0.01	1	21	2944	1.0
r ɟ	0.01	8	4966	809	0.008
m j	0.0	4	1631	772	0.125
m l	0.0	9	1631	3924	0.004
h g	0.0	7	1854	2149	0.016
l f	0.0	1	3924	21	1.0
k p	0.0	11	4082	2454	0.001
g l	0.0	10	2149	3924	0.002
h r	0.0	10	1854	4966	0.002
k d	0.0	8	4082	1534	0.008
r k	0.0	14	4966	4082	0.0
k m	0.0	8	4082	1631	0.008
f r	0.0	1	21	4966	1.0
r b	0.0	10	4966	2166	0.002
h l	0.0	8	1854	3924	0.008
ŋ n	0.0	7	3135	1923	0.016
m r	0.0	8	1631	4966	0.008
g b	0.0	6	2149	2166	0.031
n p	0.0	6	1923	2454	0.031
g t	0.0	7	2149	3162	0.016
r h	0.0	8	4966	1854	0.008
k w	0.0	5	4082	919	0.062
j r	0.0	5	772	4966	0.062
d w	0.0	3	1534	919	0.25
s b	0.0	6	2944	2166	0.031
r c	0.0	6	4966	1329	0.031
p t	0.0	6	2454	3162	0.031
s l	0.0	7	2944	3924	0.016
s ɟ	0.0	3	2944	809	0.25
d j	0.0	2	1534	772	0.5
m s	0.0	4	1631	2944	0.125
r l	0.0	8	4966	3924	0.008
g c	0.0	3	2149	1329	0.25
ŋg l	0.0	2	334	3924	0.5
d ɲ	0.0	1	1534	219	1.0
l j	0.0	3	3924	772	0.25
r p	0.0	6	4966	2454	0.031
t l	0.0	6	3162	3924	0.031
p c	0.0	3	2454	1329	0.25
t n	0.0	4	3162	1923	0.125
h ɲ	0.0	1	1854	219	1.0
g ɟ	0.0	2	2149	809	0.5
g h	0.0	3	2149	1854	0.25
n g	0.0	3	1923	2149	0.25
l b	0.0	4	3924	2166	0.125
m c	0.0	2	1631	1329	0.5
t m	0.0	3	3162	1631	0.25
l c	0.0	3	3924	1329	0.25
s h	0.0	3	2944	1854	0.25
t j	0.0	2	3162	772	0.5
m d	0.0	2	1631	1534	0.5
s n	0.0	3	2944	1923	0.25
l d	0.0	3	3924	1534	0.25
d h	0.0	2	1534	1854	0.5
l m	0.0	3	3924	1631	0.25
ŋ w	0.0	2	3135	919	0.5
l s	0.0	4	3924	2944	0.125
ɟ w	0.0	1	809	919	1.0
m h	0.0	2	1631	1854	0.5
k n	0.0	3	4082	1923	0.25
g m	0.0	2	2149	1631	0.5
k ɲ	0.0	1	4082	219	1.0
r j	0.0	2	4966	772	0.5
s c	0.0	2	2944	1329	0.5
l k	0.0	4	3924	4082	0.125
b h	0.0	2	2166	1854	0.5
h b	0.0	2	1854	2166	0.5
j c	0.0	1	772	1329	1.0
l p	0.0	3	3924	2454	0.25
p h	0.0	2	2454	1854	0.5
p n	0.0	2	2454	1923	0.5
m t	0.0	2	1631	3162	0.5
g p	0.0	2	2149	2454	0.5
j h	0.0	1	772	1854	1.0
t k	0.0	3	3162	4082	0.25
t h	0.0	2	3162	1854	0.5
n j	0.0	1	1923	772	1.0
j n	0.0	1	772	1923	1.0
h ɟ	0.0	1	1854	809	1.0
s g	0.0	2	2944	2149	0.5
j g	0.0	1	772	2149	1.0
t g	0.0	2	3162	2149	0.5
t b	0.0	2	3162	2166	0.5
b ɟ	0.0	1	2166	809	1.0
n w	0.0	1	1923	919	1.0
t p	0.0	2	3162	2454	0.5
n k	0.0	2	1923	4082	0.5
d c	0.0	1	1534	1329	1.0
d m	0.0	1	1534	1631	1.0
p k	0.0	2	2454	4082	0.5
ŋ ɟ	0.0	1	3135	809	1.0
j l	0.0	1	772	3924	1.0
m n	0.0	1	1631	1923	1.0
d g	0.0	1	1534	2149	1.0
k ɟ	0.0	1	4082	809	1.0
b d	0.0	1	2166	1534	1.0
h h	0.0	1	1854	1854	1.0
n h	0.0	1	1923	1854	1.0
n b	0.0	1	1923	2166	1.0
k k	0.0	2	4082	4082	0.5
t c	0.0	1	3162	1329	1.0
b b	0.0	1	2166	2166	1.0
p g	0.0	1	2454	2149	1.0
h s	0.0	1	1854	2944	1.0
h ŋ	0.0	1	1854	3135	1.0
h t	0.0	1	1854	3162	1.0
d l	0.0	1	1534	3924	1.0
d k	0.0	1	1534	4082	1.0
g s	0.0	1	2149	2944	1.0
b s	0.0	1	2166	2944	1.0
m k	0.0	1	1631	4082	1.0
b ŋ	0.0	1	2166	3135	1.0
p s	0.0	1	2454	2944	1.0
g k	0.0	1	2149	4082	1.0
t s	0.0	1	3162	2944	1.0
n r	0.0	1	1923	4966	1.0
l t	0.0	1	3924	3162	1.0
k ŋ	0.0	1	4082	3135	1.0
l r	0.0	1	3924	4966	1.0
