ngram	insep	N(C1C2)	N(C1)	N(C2)	p(C1C2)
k tʃ	0.42	1718	22573	8872	0.0
n dʒ	0.38	2004	20284	14826	0.0
t tʃ	0.29	1432	23176	8872	0.0
n d	0.26	1430	20284	11273	0.0
s t	0.25	1774	15598	23176	0.0
n ɡ	0.13	680	20284	4965	0.0
r dʒ	0.13	1383	28695	14826	0.0
n t	0.08	1152	20284	23176	0.0
r t	0.08	1369	28695	23176	0.0
p tʃ	0.08	395	6432	8872	0.0
z dʒ	0.08	552	7809	14826	0.0
r ɡ	0.07	604	28695	4965	0.0
ʃ tʃ	0.06	351	6991	8872	0.0
l l	0.06	889	20066	20066	0.0
r d	0.05	753	28695	11273	0.0
l dʒ	0.04	623	20066	14826	0.0
m dʒ	0.03	834	38672	14826	0.0
l ɡ	0.03	344	20066	4965	0.0
ʃ t	0.03	437	6991	23176	0.0
f tʃ	0.03	241	5588	8872	0.0
l t	0.03	712	20066	23176	0.0
k l	0.03	666	22573	20066	0.0
r m	0.03	1023	28695	38672	0.0
h tʃ	0.03	246	7570	8872	0.0
l d	0.02	443	20066	11273	0.0
s tʃ	0.02	333	15598	8872	0.0
s k	0.02	528	15598	22573	0.0
z ɡ	0.02	175	7809	4965	0.0
ʎ dʒ	0.02	175	2640	14826	0.0
k s	0.02	522	22573	15598	0.0
n s	0.02	471	20284	15598	0.0
ʎ ʎ	0.02	67	2640	2640	0.0
z l	0.02	317	7809	20066	0.0
m b	0.02	498	38672	10268	0.0
v v	0.02	140	5653	5653	0.0
t l	0.02	519	23176	20066	0.0
n l	0.02	483	20284	20066	0.0
s p	0.02	237	15598	6432	0.0
p l	0.02	265	6432	20066	0.0
d ʒ	0.02	71	11273	824	0.0
r k	0.02	584	28695	22573	0.0
r l	0.02	550	28695	20066	0.0
ʃ k	0.01	276	6991	22573	0.0
v r	0.01	278	5653	28695	0.0
r b	0.01	372	28695	10268	0.0
n k	0.01	463	20284	22573	0.0
d d	0.01	242	11273	11273	0.0
h t	0.01	278	7570	23176	0.0
k t	0.01	464	22573	23176	0.0
r p	0.01	272	28695	6432	0.0
