ngram	insep	N(C1C2)	N(C1)	N(C2)	p(C1C2)
d ʒː	0.96	22	788	22	0.0
t ʃː	0.42	20	1638	20	0.0
n d	0.39	111	1385	788	0.0
n ɡ	0.37	133	1385	1184	0.0
t sː	0.36	35	1638	72	0.0
s t	0.28	95	685	1638	0.0
n ts	0.23	74	1385	579	0.0
ʃ t	0.2	98	1020	1638	0.0
n t	0.16	104	1385	1638	0.0
t r	0.14	130	1638	2521	0.0
m b	0.14	60	1022	879	0.0
m p	0.13	65	1022	1128	0.0
n tʃ	0.09	42	1385	492	0.0
r ɡ	0.07	78	2521	1184	0.0
ʃ p	0.07	48	1020	1128	0.0
r ts	0.07	54	2521	579	0.0
r d	0.06	60	2521	788	0.0
f r	0.06	48	542	2521	0.0
p l	0.05	53	1128	1675	0.0
p r	0.05	65	1128	2521	0.0
n ɟ	0.05	19	1385	181	0.0
f l	0.05	35	542	1675	0.0
d r	0.04	51	788	2521	0.0
n k	0.04	54	1385	1668	0.0
r t	0.04	72	2521	1638	0.0
ʃ k	0.04	45	1020	1668	0.0
b r	0.04	51	879	2521	0.0
n z	0.04	28	1385	498	0.0
b l	0.04	40	879	1675	0.0
k l	0.03	53	1668	1675	0.0
j t	0.03	28	547	1638	0.0
s k	0.03	31	685	1668	0.0
r v	0.03	35	2521	629	0.0
r m	0.02	43	2521	1022	0.0
ɡ r	0.02	45	1184	2521	0.0
k r	0.02	53	1668	2521	0.0
r b	0.02	38	2521	879	0.0
ʃ l	0.02	31	1020	1675	0.0
r k	0.02	48	2521	1668	0.0
ts k	0.02	23	579	1668	0.0
c k	0.02	10	113	1668	0.002
k t	0.02	37	1668	1638	0.0
tʃ k	0.02	20	492	1668	0.0
l t	0.02	36	1675	1638	0.0
k v	0.02	22	1668	629	0.0
z d	0.01	13	498	788	0.0
s l	0.01	22	685	1675	0.0
p s	0.01	18	1128	685	0.0
ʃ v	0.01	16	1020	629	0.0
d v	0.01	14	788	629	0.0
m l	0.01	25	1022	1675	0.0
z l	0.01	17	498	1675	0.0
z m	0.01	13	498	1022	0.0
ɲ h	0.01	8	376	522	0.008
r ʒ	0.01	12	2521	177	0.0
k s	0.01	19	1668	685	0.0
d z	0.01	11	788	498	0.001
d l	0.01	20	788	1675	0.0
ɡ l	0.01	24	1184	1675	0.0
z ɡ	0.01	13	498	1184	0.0
r c	0.01	9	2521	113	0.004
j h	0.01	9	547	522	0.004
t v	0.01	17	1638	629	0.0
ʃ m	0.01	17	1020	1022	0.0
r ɲ	0.01	16	2521	376	0.0
j s	0.01	10	547	685	0.002
d ʒ	0.01	6	788	177	0.031
ʒ d	0.01	6	177	788	0.031
r n	0.01	30	2521	1385	0.0
r z	0.01	17	2521	498	0.0
n c	0.01	6	1385	113	0.031
r j	0.01	17	2521	547	0.0
