ngram	insep	N(C1C2)	N(C1)	N(C2)	p(C1C2)
t ʃ	8.51	3478	8459	4171	0.0
ŋ k	5.21	1287	1447	5449	0.0
ɴ q	2.05	360	453	3456	0.0
s q	1.79	1031	4258	3456	0.0
j k	1.02	939	3935	5449	0.0
t ʃ'	0.96	328	8459	328	0.0
ɲ t	0.61	552	1473	8459	0.0
ŋ k'	0.52	115	1447	432	0.0
r q	0.5	530	4046	3456	0.0
t ʃʰ	0.36	122	8459	122	0.0
ʎ p'	0.25	74	1827	298	0.0
n t	0.16	574	5989	8459	0.0
r p	0.16	336	4046	4465	0.0
r l	0.14	89	4046	355	0.0
s p	0.13	319	4258	4465	0.0
x t	0.07	262	2765	8459	0.0
n t'	0.07	78	5989	378	0.0
m p	0.05	171	3265	4465	0.0
x s	0.04	135	2765	4258	0.0
j k'	0.04	49	3935	432	0.0
r qʰ	0.03	57	4046	600	0.0
s k'	0.03	49	4258	432	0.0
ʎ q	0.02	76	1827	3456	0.0
ɴ qʰ	0.02	15	453	600	0.0
x ʎ	0.02	63	2765	1827	0.0
j w	0.02	81	3935	2369	0.0
j t	0.02	150	3935	8459	0.0
s q'	0.01	21	4258	194	0.0
w p	0.01	69	2369	4465	0.0
w s	0.01	65	2369	4258	0.0
r m	0.01	72	4046	3265	0.0
m p'	0.01	19	3265	298	0.0
ʎ p	0.01	53	1827	4465	0.0
s k	0.01	89	4258	5449	0.0
j ʎ	0.01	46	3935	1827	0.0
ɴ q'	0.01	5	453	194	0.062
r k'	0.01	20	4046	432	0.0
l t	0.0	22	355	8459	0.0
x r	0.0	40	2765	4046	0.0
j n	0.0	54	3935	5989	0.0
s t'	0.0	13	4258	378	0.0
x t'	0.0	10	2765	378	0.002
j m	0.0	34	3935	3265	0.0
ʃ k	0.0	40	4171	5449	0.0
m pʰ	0.0	6	3265	174	0.031
r q'	0.0	7	4046	194	0.016
r k	0.0	37	4046	5449	0.0
l w	0.0	7	355	2369	0.016
j q	0.0	28	3935	3456	0.0
ʃ kʰ	0.0	8	4171	288	0.008
j q'	0.0	6	3935	194	0.031
l m	0.0	7	355	3265	0.016
r kʰ	0.0	7	4046	288	0.016
x j	0.0	20	2765	3935	0.0
ʃ pʰ	0.0	5	4171	174	0.062
j r	0.0	23	3935	4046	0.0
s p'	0.0	6	4258	298	0.031
r w	0.0	16	4046	2369	0.0
x p	0.0	18	2765	4465	0.0
x w	0.0	13	2765	2369	0.0
ʎ t	0.0	19	1827	8459	0.0
ʎ m	0.0	11	1827	3265	0.001
j s	0.0	17	3935	4258	0.0
j t'	0.0	5	3935	378	0.062
ʎ k'	0.0	3	1827	432	0.25
n r	0.0	16	5989	4046	0.0
r t	0.0	19	4046	8459	0.0
ŋ kʰ	0.0	2	1447	288	0.5
n tʰ	0.0	2	5989	70	0.5
x n	0.0	12	2765	5989	0.0
x m	0.0	8	2765	3265	0.008
l k'	0.0	1	355	432	1.0
ʃ w	0.0	8	4171	2369	0.008
m s	0.0	9	3265	4258	0.004
x tʰ	0.0	1	2765	70	1.0
ʎ k	0.0	7	1827	5449	0.016
x l	0.0	2	2765	355	0.5
s t	0.0	12	4258	8459	0.0
w k'	0.0	2	2369	432	0.5
s m	0.0	7	4258	3265	0.016
n s	0.0	8	5989	4258	0.008
w t	0.0	7	2369	8459	0.016
ʎ w	0.0	3	1827	2369	0.25
l k	0.0	2	355	5449	0.5
w q	0.0	4	2369	3456	0.125
s w	0.0	4	4258	2369	0.125
j pʰ	0.0	1	3935	174	1.0
s ɲ	0.0	3	4258	1473	0.25
w r	0.0	3	2369	4046	0.25
j kʰ	0.0	1	3935	288	1.0
l q	0.0	1	355	3456	1.0
j l	0.0	1	3935	355	1.0
ʃ q	0.0	3	4171	3456	0.25
h w	0.0	1	800	2369	1.0
j ɲ	0.0	1	3935	1473	1.0
s ʎ	0.0	1	4258	1827	1.0
w j	0.0	1	2369	3935	1.0
w k	0.0	1	2369	5449	1.0
ʃ r	0.0	1	4171	4046	1.0
j p	0.0	1	3935	4465	1.0
r n	0.0	1	4046	5989	1.0
s n	0.0	1	4258	5989	1.0
ʃ t	0.0	1	4171	8459	1.0
