ngram	insep	N(C1C2)	N(C1)	N(C2)	p(C1C2)
n t'	1.84	78	5415	378	0.0
s k'	1.61	49	2908	317	0.0
j k'	1.56	49	2996	317	0.0
x s	1.52	135	2549	2908	0.0
m p	1.45	171	3265	3810	0.0
ʎ q	1.33	76	1753	1535	0.0
r qʰ	1.11	57	3091	585	0.0
ɴ q'	1.02	5	78	194	0.062
j t	0.86	125	2996	3741	0.0
j w	0.57	81	2996	2369	0.0
x ʎ	0.55	63	2549	1753	0.0
s k	0.52	89	2908	3223	0.0
s q'	0.48	21	2908	194	0.0
ʃ k	0.44	40	693	3223	0.0
w s	0.38	65	2369	2908	0.0
w p	0.33	69	2369	3810	0.0
r m	0.32	72	3091	3265	0.0
m p'	0.31	19	3265	224	0.0
l t	0.3	22	266	3741	0.0
ʎ p	0.26	53	1753	3810	0.0
r k'	0.25	20	3091	317	0.0
j ʎ	0.25	46	2996	1753	0.0
ɲ tʃ'	0.24	11	937	328	0.001
ʎ tʃ'	0.24	15	1753	328	0.0
ʃ kʰ	0.2	8	693	288	0.008
ŋ kʰ	0.19	2	45	288	0.5
ɲ tʃʰ	0.14	5	937	122	0.062
ʃ pʰ	0.13	5	693	174	0.062
x r	0.13	40	2549	3091	0.0
x tʃ	0.12	38	2549	2942	0.0
j n	0.11	54	2996	5415	0.0
j q	0.11	28	2996	1535	0.0
s t'	0.1	13	2908	378	0.0
j tʃ'	0.09	12	2996	328	0.0
r k	0.09	37	3091	3223	0.0
j m	0.07	34	2996	3265	0.0
x t'	0.06	10	2549	378	0.002
r q'	0.05	7	3091	194	0.016
l w	0.05	7	266	2369	0.016
x tʃ'	0.05	8	2549	328	0.008
m pʰ	0.04	6	3265	174	0.031
j q'	0.04	6	2996	194	0.031
j r	0.04	23	2996	3091	0.0
l m	0.03	7	266	3265	0.016
s p'	0.03	6	2908	224	0.031
r kʰ	0.03	7	3091	288	0.016
x j	0.03	20	2549	2996	0.0
ʃ w	0.02	8	693	2369	0.008
r w	0.02	16	3091	2369	0.0
x p	0.02	18	2549	3810	0.0
j s	0.02	17	2996	2908	0.0
x w	0.02	13	2549	2369	0.0
j tʃʰ	0.02	3	2996	122	0.25
j t'	0.01	5	2996	378	0.062
ʎ m	0.01	11	1753	3265	0.001
w tʃ'	0.01	4	2369	328	0.125
r t	0.01	15	3091	3741	0.0
ʎ k'	0.01	3	1753	317	0.25
n r	0.01	16	5415	3091	0.0
s t	0.01	12	2908	3741	0.0
l k'	0.01	1	266	317	1.0
ʃ tʃʰ	0.01	1	693	122	1.0
j tʃ	0.01	10	2996	2942	0.002
n tʰ	0.01	2	5415	70	0.5
x n	0.01	12	2549	5415	0.0
ʎ k	0.01	7	1753	3223	0.016
m s	0.01	9	3265	2908	0.004
ʃ q	0.01	3	693	1535	0.25
x m	0.0	8	2549	3265	0.008
x l	0.0	2	2549	266	0.5
x tʰ	0.0	1	2549	70	1.0
w k'	0.0	2	2369	317	0.5
s m	0.0	7	2908	3265	0.016
ʎ tʃʰ	0.0	1	1753	122	1.0
l k	0.0	2	266	3223	0.5
w q	0.0	4	2369	1535	0.125
n s	0.0	8	5415	2908	0.008
s ɲ	0.0	3	2908	937	0.25
l q	0.0	1	266	1535	1.0
s w	0.0	4	2908	2369	0.125
ʎ w	0.0	3	1753	2369	0.25
j pʰ	0.0	1	2996	174	1.0
r tʃ	0.0	4	3091	2942	0.125
ʎ tʃ	0.0	3	1753	2942	0.25
j l	0.0	1	2996	266	1.0
w r	0.0	3	2369	3091	0.25
j kʰ	0.0	1	2996	288	1.0
h w	0.0	1	800	2369	1.0
ʃ r	0.0	1	693	3091	1.0
w t	0.0	2	2369	3741	0.5
j ɲ	0.0	1	2996	937	1.0
s ʎ	0.0	1	2908	1753	1.0
w tʃ	0.0	1	2369	2942	1.0
w j	0.0	1	2369	2996	1.0
w k	0.0	1	2369	3223	1.0
j p	0.0	1	2996	3810	1.0
s n	0.0	1	2908	5415	1.0
r n	0.0	1	3091	5415	1.0
