ngram	insep	N(C1C2)	N(C1)	N(C2)	p(C1C2)
ɴ q	9.55	89	89	739	0.0
n d	2.7	2039	14846	8211	0.0
ɲ ɟ	2.37	681	3151	4922	0.0
m b	1.99	1429	11247	7231	0.0
ŋ k	1.07	426	2282	5894	0.0
n t	0.87	1408	14846	12130	0.0
ɲ c	0.62	226	3151	2062	0.0
g n	0.19	458	6050	14846	0.0
m p	0.16	233	11247	2364	0.0
s t	0.13	421	8632	12130	0.0
rː rː	0.12	6	154	154	0.031
d ɟ	0.11	238	8211	4922	0.0
fː fː	0.08	3	96	96	0.25
p r	0.06	139	2364	10914	0.0
jː jː	0.06	4	147	147	0.125
r t	0.06	313	10914	12130	0.0
n s	0.03	222	14846	8632	0.0
f r	0.03	127	4000	10914	0.0
b l	0.03	190	7231	14920	0.0
r s	0.03	174	10914	8632	0.0
g l	0.02	168	6050	14920	0.0
c k	0.02	58	2062	5894	0.0
r l	0.02	209	10914	14920	0.0
b r	0.02	143	7231	10914	0.0
t r	0.02	183	12130	10914	0.0
s p	0.02	70	8632	2364	0.0
r m	0.02	171	10914	11247	0.0
tː l	0.02	56	890	14920	0.0
r k	0.02	123	10914	5894	0.0
r n	0.02	195	10914	14846	0.0
s k	0.02	108	8632	5894	0.0
r d	0.02	138	10914	8211	0.0
r g	0.02	116	10914	6050	0.0
x t	0.02	97	3940	12130	0.0
x l	0.01	104	3940	14920	0.0
wː wː	0.01	1	74	74	1.0
c r	0.01	64	2062	10914	0.0
p l	0.01	73	2364	14920	0.0
c t	0.01	59	2062	12130	0.0
r c	0.01	55	10914	2062	0.0
pː l	0.01	39	787	14920	0.0
l k	0.01	106	14920	5894	0.0
g r	0.01	90	6050	10914	0.0
f l	0.01	83	4000	14920	0.0
j t	0.01	96	6834	12130	0.0
s c	0.01	43	8632	2062	0.0
r b	0.01	85	10914	7231	0.0
t l	0.01	122	12130	14920	0.0
j l	0.01	91	6834	14920	0.0
w l	0.01	84	5937	14920	0.0
d rː	0.01	10	8211	154	0.002
d r	0.01	83	8211	10914	0.0
l b	0.01	89	14920	7231	0.0
r j	0.01	71	10914	6834	0.0
ŋ kː	0.01	15	2282	1496	0.0
c l	0.01	45	2062	14920	0.0
j k	0.0	50	6834	5894	0.0
p t	0.0	42	2364	12130	0.0
s l	0.0	88	8632	14920	0.0
r x	0.0	48	10914	3940	0.0
k s	0.0	52	5894	8632	0.0
t s	0.0	72	12130	8632	0.0
l t	0.0	92	14920	12130	0.0
f t	0.0	47	4000	12130	0.0
kː l	0.0	31	1496	14920	0.0
m t	0.0	76	11247	12130	0.0
l j	0.0	65	14920	6834	0.0
p fː	0.0	3	2364	96	0.25
x n	0.0	48	3940	14846	0.0
gː l	0.0	25	1077	14920	0.0
ɲ cː	0.0	7	3151	407	0.016
l m	0.0	80	14920	11247	0.0
rː r	0.0	8	154	10914	0.008
j n	0.0	62	6834	14846	0.0
w t	0.0	52	5937	12130	0.0
q l	0.0	20	739	14920	0.0
j s	0.0	45	6834	8632	0.0
ŋ l	0.0	34	2282	14920	0.0
j m	0.0	51	6834	11247	0.0
ɲ s	0.0	30	3151	8632	0.0
l n	0.0	85	14920	14846	0.0
ŋː r	0.0	3	26	10914	0.25
l s	0.0	63	14920	8632	0.0
m l	0.0	71	11247	14920	0.0
k t	0.0	45	5894	12130	0.0
l d	0.0	58	14920	8211	0.0
pː p	0.0	7	787	2364	0.016
x k	0.0	24	3940	5894	0.0
n f	0.0	38	14846	4000	0.0
fː r	0.0	5	96	10914	0.062
fː f	0.0	3	96	4000	0.25
k r	0.0	38	5894	10914	0.0
g s	0.0	34	6050	8632	0.0
g t	0.0	40	6050	12130	0.0
s m	0.0	44	8632	11247	0.0
kː t	0.0	19	1496	12130	0.0
t j	0.0	40	12130	6834	0.0
r p	0.0	22	10914	2364	0.0
mː k	0.0	7	445	5894	0.016
x p	0.0	13	3940	2364	0.0
w r	0.0	34	5937	10914	0.0
p s	0.0	19	2364	8632	0.0
m n	0.0	54	11247	14846	0.0
m f	0.0	27	11247	4000	0.0
jː j	0.0	4	147	6834	0.125
f k	0.0	19	4000	5894	0.0
mː b	0.0	7	445	7231	0.016
rː j	0.0	4	154	6834	0.125
m s	0.0	38	11247	8632	0.0
t k	0.0	32	12130	5894	0.0
ŋ g	0.0	14	2282	6050	0.0
s r	0.0	33	8632	10914	0.0
n x	0.0	26	14846	3940	0.0
r f	0.0	22	10914	4000	0.0
l w	0.0	31	14920	5937	0.0
pː k	0.0	7	787	5894	0.016
bː l	0.0	8	409	14920	0.008
pː t	0.0	10	787	12130	0.002
l f	0.0	25	14920	4000	0.0
w n	0.0	30	5937	14846	0.0
s q	0.0	8	8632	739	0.008
s j	0.0	24	8632	6834	0.0
mː l	0.0	8	445	14920	0.008
b t	0.0	29	7231	12130	0.0
ɲ t	0.0	19	3151	12130	0.0
s w	0.0	22	8632	5937	0.0
m k	0.0	25	11247	5894	0.0
ɟ t	0.0	23	4922	12130	0.0
nː d	0.0	7	676	8211	0.016
nː nː	0.0	2	676	676	0.5
gː s	0.0	9	1077	8632	0.004
t w	0.0	25	12130	5937	0.0
s b	0.0	23	8632	7231	0.0
w f	0.0	14	5937	4000	0.0
l x	0.0	22	14920	3940	0.0
gː b	0.0	8	1077	7231	0.008
f n	0.0	22	4000	14846	0.0
d s	0.0	24	8211	8632	0.0
w m	0.0	23	5937	11247	0.0
x c	0.0	8	3940	2062	0.008
j d	0.0	21	6834	8211	0.0
w s	0.0	20	5937	8632	0.0
sː p	0.0	3	498	2364	0.25
gː n	0.0	11	1077	14846	0.001
l g	0.0	26	14920	6050	0.0
j sː	0.0	5	6834	498	0.062
w k	0.0	16	5937	5894	0.0
j c	0.0	10	6834	2062	0.002
b s	0.0	21	7231	8632	0.0
g j	0.0	17	6050	6834	0.0
tː k	0.0	6	890	5894	0.031
lː j	0.0	7	1050	6834	0.016
t n	0.0	35	12130	14846	0.0
dː l	0.0	8	635	14920	0.008
n l	0.0	38	14846	14920	0.0
kː n	0.0	12	1496	14846	0.0
ɲ ɟː	0.0	2	3151	196	0.5
nː l	0.0	8	676	14920	0.008
x j	0.0	13	3940	6834	0.0
kː s	0.0	9	1496	8632	0.004
m d	0.0	24	11247	8211	0.0
dː ŋ	0.0	3	635	2282	0.25
r w	0.0	20	10914	5937	0.0
s n	0.0	28	8632	14846	0.0
r q	0.0	7	10914	739	0.016
xː ɟ	0.0	1	34	4922	1.0
gː k	0.0	6	1077	5894	0.031
gː d	0.0	7	1077	8211	0.016
q t	0.0	7	739	12130	0.016
b d	0.0	18	7231	8211	0.0
ŋː b	0.0	1	26	7231	1.0
pː s	0.0	6	787	8632	0.031
f j	0.0	12	4000	6834	0.0
w d	0.0	16	5937	8211	0.0
tː r	0.0	7	890	10914	0.016
j ɟ	0.0	13	6834	4922	0.0
m j	0.0	19	11247	6834	0.0
ŋː d	0.0	1	26	8211	1.0
f m	0.0	14	4000	11247	0.0
t b	0.0	19	12130	7231	0.0
