ngram	insep	N(C1C2)	N(C1)	N(C2)	p(C1C2)
t˗ʃ ʔ	0.88	317	3159	1635	0.0
m p	0.69	500	3281	4966	0.0
k h	0.65	271	3455	1465	0.0
x t	0.64	395	2776	3979	0.0
t ʔ	0.62	300	3979	1635	0.0
j t	0.62	386	2715	3979	0.0
k ʔ	0.58	270	3455	1635	0.0
p ʔ	0.5	299	4966	1635	0.0
s p	0.44	412	3472	4966	0.0
q ʔ	0.44	163	1654	1635	0.0
r p	0.3	340	3528	4966	0.0
r l	0.28	89	3528	358	0.0
ŋk ʔ	0.25	115	1450	1635	0.0
p h	0.19	174	4966	1465	0.0
nt ʔ	0.16	78	1020	1635	0.0
j m	0.14	168	2715	3281	0.0
j n	0.13	198	2715	5004	0.0
t˗ʃ h	0.13	115	3159	1465	0.0
x t˗ʃ	0.13	158	2776	3159	0.0
s t	0.11	186	3472	3979	0.0
x s	0.11	152	2776	3472	0.0
x ʎ	0.09	103	2776	1832	0.0
s k	0.09	154	3472	3455	0.0
ʎ q	0.09	76	1832	1654	0.0
j w	0.08	108	2715	2384	0.0
ʎ p	0.08	128	1832	4966	0.0
j ʎ	0.08	93	2715	1832	0.0
j q	0.08	87	2715	1654	0.0
j p	0.07	148	2715	4966	0.0
r qh	0.07	57	3528	601	0.0
n m	0.07	155	5004	3281	0.0
n ɲ	0.06	68	5004	694	0.0
s n	0.06	152	3472	5004	0.0
jk ʔ	0.05	49	1254	1635	0.0
ʃ k	0.05	43	464	3455	0.0
x k	0.04	97	2776	3455	0.0
t h	0.04	68	3979	1465	0.0
j t˗ʃ	0.03	79	2715	3159	0.0
x p	0.03	99	2776	4966	0.0
s m	0.03	86	3472	3281	0.0
x r	0.03	75	2776	3528	0.0
w s	0.02	66	2384	3472	0.0
r m	0.02	76	3528	3281	0.0
w p	0.02	71	2384	4966	0.0
r k	0.02	69	3528	3455	0.0
l t	0.02	22	358	3979	0.0
ɴq h	0.02	15	455	1465	0.0
x q	0.01	38	2776	1654	0.0
n r	0.01	73	5004	3528	0.0
sq ʔ	0.01	21	1059	1635	0.0
x m	0.01	42	2776	3281	0.0
s ʎ	0.01	33	3472	1832	0.0
j s	0.01	38	2715	3472	0.0
j r	0.01	36	2715	3528	0.0
x ɲ	0.01	15	2776	694	0.0
s w	0.0	29	3472	2384	0.0
ɲt˗ʃ ʔ	0.0	11	783	1635	0.001
x j	0.0	25	2776	2715	0.0
ʃ w	0.0	9	464	2384	0.004
x w	0.0	22	2776	2384	0.0
ʎ t˗ʃ	0.0	19	1832	3159	0.0
n w	0.0	27	5004	2384	0.0
l w	0.0	7	358	2384	0.016
rq ʔ	0.0	7	542	1635	0.016
l m	0.0	7	358	3281	0.016
x n	0.0	23	2776	5004	0.0
j ɲ	0.0	8	2715	694	0.008
ɴq ʔ	0.0	5	455	1635	0.062
r w	0.0	16	3528	2384	0.0
s t˗ʃ	0.0	17	3472	3159	0.0
ɲt˗ʃ h	0.0	5	783	1465	0.062
ʎ m	0.0	11	1832	3281	0.001
r t	0.0	16	3528	3979	0.0
ʎ k	0.0	10	1832	3455	0.002
n j	0.0	14	5004	2715	0.0
ʃ q	0.0	3	464	1654	0.25
ʃ p	0.0	5	464	4966	0.062
s ɲ	0.0	5	3472	694	0.062
n n	0.0	15	5004	5004	0.0
n s	0.0	12	5004	3472	0.0
l k	0.0	3	358	3455	0.25
m s	0.0	9	3281	3472	0.004
n ʎ	0.0	8	5004	1832	0.008
w q	0.0	4	2384	1654	0.125
x l	0.0	2	2776	358	0.5
s r	0.0	7	3472	3528	0.016
w t˗ʃ	0.0	5	2384	3159	0.062
nt h	0.0	2	1020	1465	0.5
ʎ w	0.0	3	1832	2384	0.25
ŋk h	0.0	2	1450	1465	0.5
l q	0.0	1	358	1654	1.0
w t	0.0	4	2384	3979	0.125
r t˗ʃ	0.0	4	3528	3159	0.125
r n	0.0	5	3528	5004	0.062
w k	0.0	3	2384	3455	0.25
w r	0.0	3	2384	3528	0.25
j l	0.0	1	2715	358	1.0
r j	0.0	3	3528	2715	0.25
s l	0.0	1	3472	358	1.0
ʃ t˗ʃ	0.0	1	464	3159	1.0
r ʎ	0.0	2	3528	1832	0.5
ʃ r	0.0	1	464	3528	1.0
l p	0.0	1	358	4966	1.0
jk h	0.0	1	1254	1465	1.0
r ɲ	0.0	1	3528	694	1.0
h w	0.0	1	1465	2384	1.0
w h	0.0	1	2384	1465	1.0
j h	0.0	1	2715	1465	1.0
h m	0.0	1	1465	3281	1.0
h t	0.0	1	1465	3979	1.0
w j	0.0	1	2384	2715	1.0
s j	0.0	1	3472	2715	1.0
m n	0.0	1	3281	5004	1.0
