ngram	insep	N(C1C2)	N(C1)	N(C2)	p(C1C2)
ɴ q'	5.05	5	5	183	0.062
ŋ kʰ	1.35	2	2	274	0.5
r l	1.31	89	3132	357	0.0
j m	0.81	168	2297	2806	0.0
s t	0.63	173	3087	2846	0.0
j n	0.62	198	2297	5084	0.0
j k'	0.61	49	2297	319	0.0
x tʃ	0.6	145	2392	2727	0.0
n t'	0.59	78	5084	378	0.0
x s	0.58	152	2392	3087	0.0
w̞ q	0.55	4	4	1334	0.125
j p	0.53	147	2297	3273	0.0
x ʎ	0.49	103	2392	1682	0.0
s k'	0.47	50	3087	319	0.0
j ʎ	0.41	93	2297	1682	0.0
j w	0.39	108	2297	2380	0.0
n m	0.31	155	5084	2806	0.0
s n	0.27	152	3087	5084	0.0
x k	0.25	97	2392	2914	0.0
n ɲ	0.24	68	5084	710	0.0
x p	0.23	99	2392	3273	0.0
s k	0.21	101	3087	2914	0.0
ʃ k	0.2	38	464	2914	0.0
s m	0.16	86	3087	2806	0.0
s q'	0.14	21	3087	183	0.0
x r	0.14	75	2392	3132	0.0
l̞ q	0.14	1	1	1334	1.0
r m	0.12	76	3132	2806	0.0
j tʃ	0.12	64	2297	2727	0.0
w p	0.12	71	2380	3273	0.0
w s	0.11	66	2380	3087	0.0
m p'	0.11	19	2806	225	0.0
ʎ p	0.1	54	1682	3273	0.0
ɲ tʃ'	0.1	11	710	328	0.001
l t	0.09	22	357	2846	0.0
x q	0.08	38	2392	1334	0.0
ʎ tʃ'	0.08	15	1682	328	0.0
r k'	0.07	20	3132	319	0.0
n r	0.06	73	5084	3132	0.0
ʃ pʰ	0.06	5	464	174	0.062
ɲ tʃʰ	0.05	5	710	120	0.062
x m	0.05	42	2392	2806	0.0
s ʎ	0.04	33	3087	1682	0.0
j s	0.04	38	2297	3087	0.0
ʃ kʰ	0.04	5	464	274	0.062
r k	0.04	42	3132	2914	0.0
j tʃ'	0.04	12	2297	328	0.0
j r	0.03	36	2297	3132	0.0
s t'	0.03	13	3087	378	0.0
x ɲ	0.02	15	2392	710	0.0
s w	0.02	29	3087	2380	0.0
x j	0.02	25	2392	2297	0.0
x t'	0.02	10	2392	378	0.002
x tʃʰ	0.02	5	2392	120	0.062
x w	0.02	22	2392	2380	0.0
x tʃ'	0.02	8	2392	328	0.008
m pʰ	0.01	6	2806	174	0.031
ʃ w	0.01	9	464	2380	0.004
n w	0.01	27	5084	2380	0.0
l w	0.01	7	357	2380	0.016
r kʰ	0.01	7	3132	274	0.016
s p'	0.01	6	3087	225	0.031
l m	0.01	7	357	2806	0.016
x n	0.01	23	2392	5084	0.0
j ɲ	0.01	8	2297	710	0.008
r w	0.01	16	3132	2380	0.0
s tʃ	0.01	17	3087	2727	0.0
j tʃʰ	0.01	3	2297	120	0.25
j t'	0.01	5	2297	378	0.062
r t	0.01	16	3132	2846	0.0
ʎ m	0.0	11	1682	2806	0.001
w tʃ'	0.0	4	2380	328	0.125
ʃ tʃʰ	0.0	1	464	120	1.0
n j	0.0	14	5084	2297	0.0
ʎ k'	0.0	3	1682	319	0.25
ʃ q	0.0	3	464	1334	0.25
s ɲ	0.0	5	3087	710	0.062
n tʰ	0.0	2	5084	70	0.5
s kʰ	0.0	3	3087	274	0.25
ʎ k	0.0	7	1682	2914	0.016
m s	0.0	9	2806	3087	0.004
n s	0.0	12	5084	3087	0.0
l k'	0.0	1	357	319	1.0
n n	0.0	15	5084	5084	0.0
n ʎ	0.0	8	5084	1682	0.008
x tʰ	0.0	1	2392	70	1.0
w k'	0.0	2	2380	319	0.5
s r	0.0	7	3087	3132	0.016
ʎ tʃʰ	0.0	1	1682	120	1.0
x l	0.0	2	2392	357	0.5
l k	0.0	2	357	2914	0.5
j pʰ	0.0	1	2297	174	1.0
w t	0.0	4	2380	2846	0.125
ʎ w	0.0	3	1682	2380	0.25
ʎ tʃ	0.0	3	1682	2727	0.25
r tʃ	0.0	4	3132	2727	0.125
j kʰ	0.0	1	2297	274	1.0
r n	0.0	5	3132	5084	0.062
r p'	0.0	1	3132	225	1.0
r j	0.0	3	3132	2297	0.25
j l	0.0	1	2297	357	1.0
w r	0.0	3	2380	3132	0.25
s l	0.0	1	3087	357	1.0
l p	0.0	1	357	3273	1.0
r ʎ	0.0	2	3132	1682	0.5
ʃ r	0.0	1	464	3132	1.0
j h	0.0	1	2297	812	1.0
h w	0.0	1	812	2380	1.0
w h	0.0	1	2380	812	1.0
r ɲ	0.0	1	3132	710	1.0
h m	0.0	1	812	2806	1.0
h t	0.0	1	812	2846	1.0
w j	0.0	1	2380	2297	1.0
w tʃ	0.0	1	2380	2727	1.0
w k	0.0	1	2380	2914	1.0
s j	0.0	1	3087	2297	1.0
m n	0.0	1	2806	5084	1.0
