ngram	insep	N(C1C2)	N(C1)	N(C2)	p(C1C2)
n t	1.85	1408	12807	12130	0.0
ɲ c	1.46	226	2471	2062	0.0
g n	0.39	458	6050	12807	0.0
m p	0.34	233	9818	2364	0.0
d ɟ	0.31	235	6172	4242	0.0
s t	0.25	421	8632	12130	0.0
rː rː	0.22	6	154	154	0.031
fː fː	0.14	3	96	96	0.25
p r	0.11	139	2364	10914	0.0
jː jː	0.11	4	147	147	0.125
r t	0.11	313	10914	12130	0.0
n s	0.06	222	12807	8632	0.0
f r	0.05	127	4000	10914	0.0
r s	0.05	174	10914	8632	0.0
g l	0.05	168	6050	14920	0.0
c k	0.04	58	2062	5468	0.0
r d	0.04	138	10914	6172	0.0
b l	0.04	154	5802	14920	0.0
r l	0.04	209	10914	14920	0.0
r m	0.04	168	10914	9818	0.0
r k	0.04	123	10914	5468	0.0
t r	0.04	183	12130	10914	0.0
s k	0.04	108	8632	5468	0.0
s p	0.03	70	8632	2364	0.0
tː l	0.03	56	890	14920	0.0
r g	0.03	116	10914	6050	0.0
r n	0.03	168	10914	12807	0.0
x t	0.03	97	3940	12130	0.0
x l	0.03	104	3940	14920	0.0
wː wː	0.03	1	74	74	1.0
c r	0.03	64	2062	10914	0.0
b r	0.03	107	5802	10914	0.0
p l	0.02	73	2364	14920	0.0
c t	0.02	59	2062	12130	0.0
l k	0.02	106	14920	5468	0.0
r c	0.02	55	10914	2062	0.0
pː l	0.02	39	787	14920	0.0
g r	0.02	90	6050	10914	0.0
f l	0.02	83	4000	14920	0.0
r b	0.02	85	10914	5802	0.0
j t	0.02	96	6834	12130	0.0
d rː	0.02	10	6172	154	0.002
s c	0.02	43	8632	2062	0.0
l b	0.01	89	14920	5802	0.0
mb r	0.01	36	1429	10914	0.0
t l	0.01	122	12130	14920	0.0
j l	0.01	91	6834	14920	0.0
ŋ kː	0.01	15	1856	1496	0.0
w l	0.01	84	5937	14920	0.0
r j	0.01	71	10914	6834	0.0
j k	0.01	50	6834	5468	0.0
c l	0.01	45	2062	14920	0.0
p t	0.01	42	2364	12130	0.0
mb l	0.01	36	1429	14920	0.0
s l	0.01	88	8632	14920	0.0
k s	0.01	52	5468	8632	0.0
d r	0.01	61	6172	10914	0.0
r x	0.01	48	10914	3940	0.0
t s	0.01	72	12130	8632	0.0
ɲ cː	0.01	7	2471	407	0.016
m t	0.01	76	9818	12130	0.0
l t	0.01	92	14920	12130	0.0
f t	0.01	47	4000	12130	0.0
kː l	0.01	31	1496	14920	0.0
l m	0.01	79	14920	9818	0.0
ɲ s	0.01	30	2471	8632	0.0
ŋ l	0.01	34	1856	14920	0.0
l j	0.01	65	14920	6834	0.0
p fː	0.01	3	2364	96	0.25
gː l	0.01	25	1077	14920	0.0
rː r	0.01	8	154	10914	0.008
w t	0.01	52	5937	12130	0.0
l n	0.01	84	14920	12807	0.0
l d	0.01	58	14920	6172	0.0
m l	0.0	71	9818	14920	0.0
j s	0.0	45	6834	8632	0.0
r nd	0.0	27	10914	2039	0.0
ŋː r	0.0	3	26	10914	0.25
x n	0.0	40	3940	12807	0.0
j m	0.0	46	6834	9818	0.0
l s	0.0	63	14920	8632	0.0
k t	0.0	45	5468	12130	0.0
q l	0.0	17	650	14920	0.0
n f	0.0	38	12807	4000	0.0
j n	0.0	49	6834	12807	0.0
x k	0.0	24	3940	5468	0.0
pː p	0.0	7	787	2364	0.016
k r	0.0	38	5468	10914	0.0
fː r	0.0	5	96	10914	0.062
fː f	0.0	3	96	4000	0.25
s m	0.0	44	8632	9818	0.0
m n	0.0	53	9818	12807	0.0
g s	0.0	34	6050	8632	0.0
g t	0.0	40	6050	12130	0.0
nd r	0.0	22	2039	10914	0.0
mː k	0.0	7	445	5468	0.016
kː t	0.0	19	1496	12130	0.0
t j	0.0	40	12130	6834	0.0
mː b	0.0	7	445	5802	0.016
r p	0.0	22	10914	2364	0.0
m f	0.0	27	9818	4000	0.0
x p	0.0	13	3940	2364	0.0
w r	0.0	34	5937	10914	0.0
p s	0.0	19	2364	8632	0.0
ŋ g	0.0	14	1856	6050	0.0
m s	0.0	38	9818	8632	0.0
f k	0.0	19	4000	5468	0.0
jː j	0.0	4	147	6834	0.125
t k	0.0	32	12130	5468	0.0
rː j	0.0	4	154	6834	0.125
n x	0.0	26	12807	3940	0.0
j nd	0.0	13	6834	2039	0.0
ɲ t	0.0	19	2471	12130	0.0
w n	0.0	30	5937	12807	0.0
nː d	0.0	7	676	6172	0.016
m k	0.0	25	9818	5468	0.0
s r	0.0	33	8632	10914	0.0
s q	0.0	8	8632	650	0.008
pː k	0.0	7	787	5468	0.016
r f	0.0	22	10914	4000	0.0
l w	0.0	31	14920	5937	0.0
s b	0.0	23	8632	5802	0.0
bː l	0.0	8	409	14920	0.008
pː t	0.0	10	787	12130	0.002
l f	0.0	25	14920	4000	0.0
j d	0.0	21	6834	6172	0.0
ɟ t	0.0	23	4242	12130	0.0
gː b	0.0	8	1077	5802	0.008
s j	0.0	24	8632	6834	0.0
mː l	0.0	8	445	14920	0.008
m d	0.0	24	9818	6172	0.0
f n	0.0	22	4000	12807	0.0
s w	0.0	22	8632	5937	0.0
w m	0.0	23	5937	9818	0.0
b d	0.0	18	5802	6172	0.0
gː n	0.0	11	1077	12807	0.001
nː nː	0.0	2	676	676	0.5
gː s	0.0	9	1077	8632	0.004
t w	0.0	25	12130	5937	0.0
ɲ ɟː	0.0	2	2471	196	0.5
w f	0.0	14	5937	4000	0.0
l x	0.0	22	14920	3940	0.0
b t	0.0	24	5802	12130	0.0
b s	0.0	20	5802	8632	0.0
x nd	0.0	8	3940	2039	0.008
w k	0.0	16	5937	5468	0.0
t n	0.0	35	12130	12807	0.0
x c	0.0	8	3940	2062	0.008
w s	0.0	20	5937	8632	0.0
sː p	0.0	3	498	2364	0.25
dː ŋ	0.0	3	635	1856	0.25
n l	0.0	38	12807	14920	0.0
l g	0.0	26	14920	6050	0.0
tː k	0.0	6	890	5468	0.031
gː d	0.0	7	1077	6172	0.016
j sː	0.0	5	6834	498	0.062
j c	0.0	10	6834	2062	0.002
s n	0.0	28	8632	12807	0.0
g j	0.0	17	6050	6834	0.0
w d	0.0	16	5937	6172	0.0
xː ɟ	0.0	1	34	4242	1.0
r q	0.0	7	10914	650	0.016
lː j	0.0	7	1050	6834	0.016
ɴq l	0.0	3	89	14920	0.25
dː l	0.0	8	635	14920	0.008
ŋː b	0.0	1	26	5802	1.0
ŋk mb	0.0	2	426	1429	0.5
nː l	0.0	8	676	14920	0.008
kː n	0.0	11	1496	12807	0.001
x j	0.0	13	3940	6834	0.0
kː s	0.0	9	1496	8632	0.004
ŋː d	0.0	1	26	6172	1.0
q t	0.0	7	650	12130	0.016
r w	0.0	20	10914	5937	0.0
gː k	0.0	6	1077	5468	0.031
j ɟ	0.0	13	6834	4242	0.0
nd k	0.0	8	2039	5468	0.008
pː nd	0.0	3	787	2039	0.25
m j	0.0	19	9818	6834	0.0
pː s	0.0	6	787	8632	0.031
f j	0.0	12	4000	6834	0.0
t b	0.0	19	12130	5802	0.0
tː r	0.0	7	890	10914	0.016
f m	0.0	14	4000	9818	0.0
d s	0.0	16	6172	8632	0.0
n w	0.0	19	12807	5937	0.0
ɲ l	0.0	13	2471	14920	0.0
q k	0.0	4	650	5468	0.125
kː k	0.0	6	1496	5468	0.031
ɟ k	0.0	10	4242	5468	0.002
n j	0.0	19	12807	6834	0.0
dː d	0.0	4	635	6172	0.125
f d	0.0	10	4000	6172	0.002
cː k	0.0	3	407	5468	0.25
sː sː	0.0	1	498	498	1.0
bː k	0.0	3	409	5468	0.25
ŋ r	0.0	9	1856	10914	0.004
