ngram	insep	N(C1C2)	N(C1)	N(C2)	p(C1C2)
t ʃ	5.94	7408	12282	9198	0.0
n k	0.39	2061	11768	11186	0.0
t ʃ'	0.32	324	12282	324	0.0
j r	0.28	1350	8867	8980	0.0
j t	0.23	1423	8867	12282	0.0
n t	0.19	1495	11768	12282	0.0
j p	0.16	675	8867	3903	0.0
s q	0.13	406	3759	4108	0.0
n r	0.11	980	11768	8980	0.0
j q	0.06	417	8867	4108	0.0
n p	0.05	451	11768	3903	0.0
q t	0.05	448	4108	12282	0.0
l q	0.04	151	1610	4108	0.0
t ʃʰ	0.03	35	12282	35	0.0
j k	0.03	496	8867	11186	0.0
n d	0.03	66	11768	164	0.0
j t'	0.03	74	8867	276	0.0
q m	0.03	219	4108	5678	0.0
q r	0.02	262	4108	8980	0.0
n m	0.02	346	11768	5678	0.0
j k'	0.02	72	8867	341	0.0
s k'	0.02	45	3759	341	0.0
j w	0.02	193	8867	2669	0.0
s p	0.02	148	3759	3903	0.0
q k	0.02	260	4108	11186	0.0
j m	0.02	269	8867	5678	0.0
n b	0.02	75	11768	377	0.0
q s	0.01	137	4108	3759	0.0
n p'	0.01	56	11768	230	0.0
n q	0.01	236	11768	4108	0.0
r r	0.01	293	8980	8980	0.0
s t	0.01	217	3759	12282	0.0
ʎ p	0.01	68	1253	3903	0.0
r m	0.01	204	8980	5678	0.0
r t	0.01	287	8980	12282	0.0
j n	0.01	260	8867	11768	0.0
j l	0.01	92	8867	1610	0.0
m b	0.01	34	5678	377	0.0
n kʰ	0.01	29	11768	149	0.0
s k	0.01	138	3759	11186	0.0
b r	0.01	39	377	8980	0.0
n s	0.01	138	11768	3759	0.0
n n	0.0	232	11768	11768	0.0
r w	0.0	92	8980	2669	0.0
l t	0.0	83	1610	12282	0.0
q p	0.0	74	4108	3903	0.0
n w	0.0	101	11768	2669	0.0
l d	0.0	9	1610	164	0.004
s kʰ	0.0	13	3759	149	0.0
k ʎ	0.0	64	11186	1253	0.0
j j	0.0	146	8867	8867	0.0
r g	0.0	19	8980	149	0.0
q w	0.0	54	4108	2669	0.0
j s	0.0	93	8867	3759	0.0
j h	0.0	54	8867	1299	0.0
j b	0.0	29	8867	377	0.0
n q'	0.0	31	11768	334	0.0
n t'	0.0	28	11768	276	0.0
n qʰ	0.0	40	11768	564	0.0
q q'	0.0	18	4108	334	0.0
s s	0.0	57	3759	3759	0.0
s r	0.0	86	3759	8980	0.0
