ngram	insep	N(C1C2)	N(C1)	N(C2)	p(C1C2)
r ɡ	2.18	28	206	384	0.0
l b	0.74	21	383	342	0.0
l ŋɡ	0.69	11	383	100	0.001
l mb	0.56	9	383	83	0.004
y ŋɡ	0.54	7	201	100	0.015
ɽ b	0.53	12	173	342	0.0
r b	0.45	12	206	342	0.0
r ŋɡ	0.38	6	206	100	0.03
y mb	0.33	5	201	83	0.061
y ɡ	0.28	10	201	384	0.002
y b	0.26	9	201	342	0.004
l ɡ	0.22	12	383	384	0.0
r mb	0.21	4	206	83	0.123
r ɟ	0.15	6	206	260	0.03
ɽ mb	0.14	3	173	83	0.248
l ŋ	0.14	5	383	105	0.061
r ɲ	0.11	3	206	85	0.248
ɽ m	0.1	4	173	194	0.123
l ɲɟ	0.09	3	383	59	0.248
ɽ w	0.07	3	173	167	0.248
l ɟ	0.06	5	383	260	0.061
y ŋ	0.04	2	201	105	0.499
l w	0.03	3	383	167	0.248
ɽ ɡ	0.03	3	173	384	0.248
ɲɟ d	0.03	1	59	127	1.0
n ŋ	0.03	2	288	105	0.499
l m	0.03	3	383	194	0.248
r w	0.03	2	206	167	0.499
y m	0.02	2	201	194	0.499
r m	0.02	2	206	194	0.499
ɽ ɲɟ	0.02	1	173	59	1.0
ɲ d	0.02	1	85	127	1.0
ɽ ɟ	0.02	2	173	260	0.499
r ɲɟ	0.02	1	206	59	1.0
l nd	0.01	1	383	45	1.0
ɽ ŋɡ	0.01	1	173	100	1.0
r ŋ	0.01	1	206	105	1.0
l n	0.01	2	383	288	0.499
ɲ b	0.01	1	85	342	1.0
l ɲ	0.01	1	383	85	1.0
ɲ ɡ	0.01	1	85	384	1.0
l d	0.0	1	383	127	1.0
ɽ n	0.0	1	173	288	1.0
y ɟ	0.0	1	201	260	1.0
n m	0.0	1	288	194	1.0
m ɡ	0.0	1	194	384	1.0
