ngram	insep	N(C1C2)	N(C1)	N(C2)	p(C1C2)
ɴ q'	3.48	5	5	183	0.062
s p	1.5	406	3493	4018	0.0
ʎ p'	1.33	74	1756	299	0.0
r p	1.05	339	3471	4018	0.0
ŋ kʰ	0.93	2	2	274	0.5
r l	0.81	89	3471	357	0.0
j m	0.56	168	2297	2806	0.0
j n	0.43	198	2297	5084	0.0
j k'	0.42	49	2297	319	0.0
x tʃ	0.41	145	2392	2727	0.0
n t'	0.4	78	5084	378	0.0
s t	0.38	173	3493	2846	0.0
w̞ q	0.38	4	4	1334	0.125
x s	0.35	152	2392	3493	0.0
x ʎ	0.32	103	2392	1756	0.0
j p	0.3	147	2297	4018	0.0
s k'	0.29	50	3493	319	0.0
j ʎ	0.27	93	2297	1756	0.0
j w	0.27	108	2297	2380	0.0
n m	0.21	155	5084	2806	0.0
x k	0.17	97	2392	2914	0.0
s n	0.17	152	3493	5084	0.0
n ɲ	0.16	68	5084	710	0.0
ʃ k	0.14	38	464	2914	0.0
x p	0.13	99	2392	4018	0.0
s k	0.13	101	3493	2914	0.0
s m	0.1	86	3493	2806	0.0
l̞ q	0.1	1	1	1334	1.0
s q'	0.09	21	3493	183	0.0
x r	0.09	75	2392	3471	0.0
j tʃ	0.08	64	2297	2727	0.0
r m	0.08	76	3471	2806	0.0
w p	0.07	71	2380	4018	0.0
w s	0.07	66	2380	3493	0.0
ɲ tʃ'	0.07	11	710	328	0.001
l t	0.06	22	357	2846	0.0
x q	0.06	38	2392	1334	0.0
m p'	0.05	19	2806	299	0.0
ʎ p	0.05	54	1756	4018	0.0
ʎ tʃ'	0.05	15	1756	328	0.0
r k'	0.05	20	3471	319	0.0
ʃ pʰ	0.04	5	464	174	0.062
n r	0.04	73	5084	3471	0.0
ɲ tʃʰ	0.04	5	710	120	0.062
x m	0.03	42	2392	2806	0.0
ʃ kʰ	0.03	5	464	274	0.062
j tʃ'	0.02	12	2297	328	0.0
j s	0.02	38	2297	3493	0.0
s ʎ	0.02	33	3493	1756	0.0
r k	0.02	42	3471	2914	0.0
j r	0.02	36	2297	3471	0.0
x ɲ	0.02	15	2392	710	0.0
s t'	0.02	13	3493	378	0.0
x j	0.01	25	2392	2297	0.0
x t'	0.01	10	2392	378	0.002
s w	0.01	29	3493	2380	0.0
x tʃʰ	0.01	5	2392	120	0.062
x w	0.01	22	2392	2380	0.0
x tʃ'	0.01	8	2392	328	0.008
m pʰ	0.01	6	2806	174	0.031
ʃ w	0.01	9	464	2380	0.004
n w	0.01	27	5084	2380	0.0
l w	0.01	7	357	2380	0.016
r kʰ	0.01	7	3471	274	0.016
l m	0.01	7	357	2806	0.016
x n	0.01	23	2392	5084	0.0
j ɲ	0.01	8	2297	710	0.008
s p'	0.0	6	3493	299	0.031
j tʃʰ	0.0	3	2297	120	0.25
r w	0.0	16	3471	2380	0.0
s tʃ	0.0	17	3493	2727	0.0
j t'	0.0	5	2297	378	0.062
r t	0.0	16	3471	2846	0.0
ʎ m	0.0	11	1756	2806	0.001
w tʃ'	0.0	4	2380	328	0.125
ʃ tʃʰ	0.0	1	464	120	1.0
n j	0.0	14	5084	2297	0.0
ʎ k'	0.0	3	1756	319	0.25
ʃ q	0.0	3	464	1334	0.25
n tʰ	0.0	2	5084	70	0.5
s ɲ	0.0	5	3493	710	0.062
ʎ k	0.0	7	1756	2914	0.016
s kʰ	0.0	3	3493	274	0.25
l k'	0.0	1	357	319	1.0
n n	0.0	15	5084	5084	0.0
m s	0.0	9	2806	3493	0.004
n s	0.0	12	5084	3493	0.0
n ʎ	0.0	8	5084	1756	0.008
x tʰ	0.0	1	2392	70	1.0
w k'	0.0	2	2380	319	0.5
ʎ tʃʰ	0.0	1	1756	120	1.0
x l	0.0	2	2392	357	0.5
s r	0.0	7	3493	3471	0.016
l k	0.0	2	357	2914	0.5
j pʰ	0.0	1	2297	174	1.0
w t	0.0	4	2380	2846	0.125
ʎ w	0.0	3	1756	2380	0.25
ʎ tʃ	0.0	3	1756	2727	0.25
r tʃ	0.0	4	3471	2727	0.125
j kʰ	0.0	1	2297	274	1.0
r n	0.0	5	3471	5084	0.062
j l	0.0	1	2297	357	1.0
r j	0.0	3	3471	2297	0.25
w r	0.0	3	2380	3471	0.25
r p'	0.0	1	3471	299	1.0
s l	0.0	1	3493	357	1.0
l p	0.0	1	357	4018	1.0
r ʎ	0.0	2	3471	1756	0.5
ʃ r	0.0	1	464	3471	1.0
j h	0.0	1	2297	812	1.0
h w	0.0	1	812	2380	1.0
w h	0.0	1	2380	812	1.0
h m	0.0	1	812	2806	1.0
h t	0.0	1	812	2846	1.0
r ɲ	0.0	1	3471	710	1.0
w j	0.0	1	2380	2297	1.0
w tʃ	0.0	1	2380	2727	1.0
w k	0.0	1	2380	2914	1.0
s j	0.0	1	3493	2297	1.0
m n	0.0	1	2806	5084	1.0
