ngram	insep	N(C1C2)	N(C1)	N(C2)	p(C1C2)
n t	1.28	940	6595	4671	0.0
r q	1.27	535	4070	2461	0.0
t ʃʰ	1.15	120	4671	120	0.0
m p	0.68	475	3281	4493	0.0
x t	0.52	389	2775	4671	0.0
n q	0.52	435	6595	2461	0.0
j t	0.51	384	2765	4671	0.0
s p	0.47	406	3492	4493	0.0
ʎ p'	0.45	74	1832	299	0.0
r p	0.28	339	4070	4493	0.0
r l	0.24	89	4070	358	0.0
n k'	0.21	115	6595	434	0.0
j m	0.14	168	2765	3281	0.0
x tʃ	0.12	145	2775	2727	0.0
n t'	0.11	78	6595	378	0.0
x s	0.1	151	2775	3492	0.0
j n	0.1	198	2765	6595	0.0
x ʎ	0.09	103	2775	1832	0.0
j k'	0.09	49	2765	434	0.0
s t	0.08	173	3492	4671	0.0
j w	0.08	108	2765	2384	0.0
j p	0.08	147	2765	4493	0.0
j ʎ	0.08	93	2765	1832	0.0
s k'	0.07	50	3492	434	0.0
r qʰ	0.06	57	4070	616	0.0
ʎ q	0.06	76	1832	2461	0.0
x k	0.05	97	2775	2913	0.0
n m	0.05	155	6595	3281	0.0
ʃ k	0.05	38	463	2913	0.0
s k	0.04	101	3492	2913	0.0
s n	0.04	151	3492	6595	0.0
n ɲ	0.04	68	6595	710	0.0
j q	0.04	81	2765	2461	0.0
x p	0.04	99	2775	4493	0.0
s m	0.03	86	3492	3281	0.0
s q'	0.03	21	3492	196	0.0
j tʃ	0.02	64	2765	2727	0.0
w s	0.02	66	2384	3492	0.0
ɲ tʃ'	0.02	11	710	328	0.001
x r	0.02	75	2775	4070	0.0
w p	0.02	71	2384	4493	0.0
r m	0.02	76	4070	3281	0.0
ʎ tʃ'	0.02	15	1832	328	0.0
m p'	0.02	19	3281	299	0.0
ʎ p	0.02	54	1832	4493	0.0
ʃ pʰ	0.01	5	463	174	0.062
l t	0.01	22	358	4671	0.0
r k'	0.01	20	4070	434	0.0
x q	0.01	38	2775	2461	0.0
n r	0.01	73	6595	4070	0.0
ʃ kʰ	0.01	5	463	274	0.062
x m	0.01	42	2775	3281	0.0
s ʎ	0.01	33	3492	1832	0.0
j tʃ'	0.01	12	2765	328	0.0
j s	0.01	38	2765	3492	0.0
r k	0.01	42	4070	2913	0.0
s t'	0.01	13	3492	378	0.0
j r	0.01	36	2765	4070	0.0
x ɲ	0.01	15	2775	710	0.0
s w	0.0	29	3492	2384	0.0
x t'	0.0	10	2775	378	0.002
x j	0.0	25	2775	2765	0.0
ʃ w	0.0	9	463	2384	0.004
x w	0.0	22	2775	2384	0.0
x tʃ'	0.0	8	2775	328	0.008
j q'	0.0	6	2765	196	0.031
m pʰ	0.0	6	3281	174	0.031
r q'	0.0	7	4070	196	0.016
l w	0.0	7	358	2384	0.016
n qʰ	0.0	15	6595	616	0.0
n w	0.0	27	6595	2384	0.0
r kʰ	0.0	7	4070	274	0.016
l m	0.0	7	358	3281	0.016
s p'	0.0	6	3492	299	0.031
j ɲ	0.0	8	2765	710	0.008
s tʃ	0.0	17	3492	2727	0.0
x n	0.0	23	2775	6595	0.0
r w	0.0	16	4070	2384	0.0
j t'	0.0	5	2765	378	0.062
w tʃ'	0.0	4	2384	328	0.125
ʎ m	0.0	11	1832	3281	0.001
n q'	0.0	5	6595	196	0.062
r t	0.0	16	4070	4671	0.0
ʎ k'	0.0	3	1832	434	0.25
n j	0.0	14	6595	2765	0.0
s ɲ	0.0	5	3492	710	0.062
s kʰ	0.0	3	3492	274	0.25
ʎ k	0.0	7	1832	2913	0.016
n tʰ	0.0	2	6595	70	0.5
ʃ q	0.0	3	463	2461	0.25
ɲ t	0.0	5	710	4671	0.062
m s	0.0	9	3281	3492	0.004
l k'	0.0	1	358	434	1.0
n s	0.0	12	6595	3492	0.0
n ʎ	0.0	8	6595	1832	0.008
n n	0.0	15	6595	6595	0.0
x tʰ	0.0	1	2775	70	1.0
x l	0.0	2	2775	358	0.5
w k'	0.0	2	2384	434	0.5
l k	0.0	2	358	2913	0.5
s r	0.0	7	3492	4070	0.016
w q	0.0	4	2384	2461	0.125
n kʰ	0.0	2	6595	274	0.5
j pʰ	0.0	1	2765	174	1.0
ʎ w	0.0	3	1832	2384	0.25
ʎ tʃ	0.0	3	1832	2727	0.25
r tʃ	0.0	4	4070	2727	0.125
w t	0.0	4	2384	4671	0.125
j kʰ	0.0	1	2765	274	1.0
l q	0.0	1	358	2461	1.0
j l	0.0	1	2765	358	1.0
r n	0.0	5	4070	6595	0.062
w r	0.0	3	2384	4070	0.25
r p'	0.0	1	4070	299	1.0
s l	0.0	1	3492	358	1.0
r j	0.0	3	4070	2765	0.25
l p	0.0	1	358	4493	1.0
r ʎ	0.0	2	4070	1832	0.5
ʃ r	0.0	1	463	4070	1.0
h w	0.0	1	812	2384	1.0
w h	0.0	1	2384	812	1.0
ʃ t	0.0	1	463	4671	1.0
j h	0.0	1	2765	812	1.0
h m	0.0	1	812	3281	1.0
r ɲ	0.0	1	4070	710	1.0
h t	0.0	1	812	4671	1.0
w tʃ	0.0	1	2384	2727	1.0
w j	0.0	1	2384	2765	1.0
w k	0.0	1	2384	2913	1.0
ʎ t	0.0	1	1832	4671	1.0
s j	0.0	1	3492	2765	1.0
m n	0.0	1	3281	6595	1.0
