ngram	insep	N(C1C2)	N(C1)	N(C2)	p(C1C2)
r k	0.34	52	1230	1478	0.0
m k	0.34	41	766	1478	0.0
r ɡ	0.31	35	1230	722	0.0
m s	0.25	22	766	578	0.0
n k	0.19	24	459	1478	0.0
r b	0.17	24	1230	632	0.0
n b	0.13	13	459	632	0.0
l b	0.12	17	832	632	0.0
m t	0.12	18	766	809	0.0
r w	0.11	14	1230	319	0.0
n h	0.11	5	459	114	0.062
n t	0.1	13	459	809	0.0
r m	0.1	20	1230	766	0.0
r mb	0.09	11	1230	246	0.001
l ɓ	0.08	8	832	208	0.008
l d	0.08	13	832	595	0.0
r ɓ	0.07	9	1230	208	0.004
j ɡ	0.07	12	638	722	0.0
j m	0.07	12	638	766	0.0
l k	0.07	19	832	1478	0.0
l mb	0.05	7	832	246	0.015
r ŋɡ	0.05	12	1230	579	0.0
r p	0.04	8	1230	264	0.008
w s	0.04	6	319	578	0.031
j t	0.04	10	638	809	0.002
l m	0.04	11	832	766	0.001
r ɟ	0.04	8	1230	329	0.008
m ɟ	0.03	6	766	329	0.031
m n	0.03	7	766	459	0.015
n ŋɡ	0.03	6	459	579	0.031
l ɡ	0.03	9	832	722	0.004
m nd	0.03	6	766	352	0.031
j d	0.03	7	638	595	0.015
m ɡ	0.03	8	766	722	0.008
r s	0.03	9	1230	578	0.004
m ŋɡ	0.03	7	766	579	0.015
j b	0.02	6	638	632	0.031
r d	0.02	8	1230	595	0.008
l nd	0.02	5	832	352	0.062
w d	0.02	4	319	595	0.125
r j	0.02	8	1230	638	0.008
r t	0.02	9	1230	809	0.004
j nɟ	0.02	3	638	176	0.25
n mb	0.02	3	459	246	0.25
m d	0.02	6	766	595	0.031
l p	0.02	4	832	264	0.125
n ɗ	0.02	2	459	120	0.5
ŋɡ b	0.02	5	579	632	0.062
j ɓ	0.02	3	638	208	0.25
m nɟ	0.02	3	766	176	0.25
r l	0.01	8	1230	832	0.008
m m	0.01	6	766	766	0.031
ŋɡ ɡ	0.01	5	579	722	0.062
n j	0.01	4	459	638	0.125
ŋɡ t	0.01	5	579	809	0.062
j k	0.01	7	638	1478	0.015
n nɟ	0.01	2	459	176	0.5
l j	0.01	5	832	638	0.062
n m	0.01	4	459	766	0.125
m p	0.01	3	766	264	0.25
r n	0.01	5	1230	459	0.062
ŋɡ nd	0.01	3	579	352	0.25
m ɗ	0.01	2	766	120	0.5
j ŋɡ	0.01	4	638	579	0.125
ŋɡ k	0.01	6	579	1478	0.031
n ɓ	0.01	2	459	208	0.5
r nɟ	0.01	3	1230	176	0.25
j nd	0.01	3	638	352	0.25
w ɡ	0.01	3	319	722	0.25
r nd	0.01	4	1230	352	0.125
r h	0.01	2	1230	114	0.5
ŋɡ mb	0.01	2	579	246	0.5
ŋɡ s	0.01	3	579	578	0.25
s p	0.01	2	578	264	0.5
w ɗ	0.01	1	319	120	1.0
n nd	0.01	2	459	352	0.5
j s	0.01	3	638	578	0.25
ŋɡ j	0.01	3	579	638	0.25
j j	0.01	3	638	638	0.25
ŋɡ w	0.0	2	579	319	0.5
ŋɡ ɟ	0.0	2	579	329	0.5
j r	0.0	4	638	1230	0.125
w j	0.0	2	319	638	0.5
w k	0.0	3	319	1478	0.25
n n	0.0	2	459	459	0.5
l ŋɡ	0.0	3	832	579	0.25
ŋɡ l	0.0	3	579	832	0.25
m j	0.0	3	766	638	0.25
j l	0.0	3	638	832	0.25
j h	0.0	1	638	114	1.0
k t	0.0	4	1478	809	0.125
l t	0.0	3	832	809	0.25
ŋɡ r	0.0	3	579	1230	0.25
p r	0.0	2	264	1230	0.5
w p	0.0	1	319	264	1.0
ŋɡ d	0.0	2	579	595	0.5
b r	0.0	3	632	1230	0.25
m h	0.0	1	766	114	1.0
l ɗ	0.0	1	832	120	1.0
t r	0.0	3	809	1230	0.25
w nd	0.0	1	319	352	1.0
s t	0.0	2	578	809	0.5
l s	0.0	2	832	578	0.5
b t	0.0	2	632	809	0.5
n r	0.0	2	459	1230	0.5
n w	0.0	1	459	319	1.0
l nɟ	0.0	1	832	176	1.0
r ɗ	0.0	1	1230	120	1.0
l l	0.0	2	832	832	0.5
s w	0.0	1	578	319	1.0
m mb	0.0	1	766	246	1.0
k r	0.0	3	1478	1230	0.25
j w	0.0	1	638	319	1.0
p t	0.0	1	264	809	1.0
m r	0.0	2	766	1230	0.5
w t	0.0	1	319	809	1.0
n s	0.0	1	459	578	1.0
w l	0.0	1	319	832	1.0
l w	0.0	1	832	319	1.0
l ɟ	0.0	1	832	329	1.0
t n	0.0	1	809	459	1.0
r r	0.0	2	1230	1230	0.5
n l	0.0	1	459	832	1.0
w r	0.0	1	319	1230	1.0
nd r	0.0	1	352	1230	1.0
ŋɡ m	0.0	1	579	766	1.0
m l	0.0	1	766	832	1.0
s k	0.0	1	578	1478	1.0
ɡ r	0.0	1	722	1230	1.0
