ngram	insep	N(C1C2)	N(C1)	N(C2)	p(C1C2)
t ʃ	5.28	7477	38336	7583	0.0
p x	1.76	4573	21184	15419	0.0
t ʃ'	1.05	1466	38336	1466	0.0
m p	0.36	2076	15323	21184	0.0
t ʃʰ	0.27	381	38336	381	0.0
n t	0.23	3086	29275	38336	0.0
s t	0.21	2667	23905	38336	0.0
s t'	0.21	744	23905	3033	0.0
s k	0.19	2236	23905	30069	0.0
ʎ q	0.19	343	2888	5952	0.0
n q'	0.17	490	29275	1294	0.0
j n	0.14	1497	14548	29275	0.0
j t'	0.1	399	14548	3033	0.0
n k	0.09	1665	29275	30069	0.0
p t'	0.08	437	21184	3033	0.0
p k	0.07	1272	21184	30069	0.0
n qʰ	0.06	374	29275	2055	0.0
s p	0.06	1046	23905	21184	0.0
r l	0.04	338	19125	4302	0.0
s k'	0.03	198	23905	1316	0.0
n x	0.03	716	29275	15419	0.0
x tʰ	0.03	152	15419	1523	0.0
tʰ x	0.03	151	1523	15419	0.0
tʰ w	0.03	153	1523	16123	0.0
n w	0.02	643	29275	16123	0.0
r k	0.02	703	19125	30069	0.0
j m	0.02	393	14548	15323	0.0
k t	0.02	867	30069	38336	0.0
h ʎ	0.02	116	7163	2888	0.0
j k	0.02	515	14548	30069	0.0
l h	0.02	130	4302	7163	0.0
r t'	0.01	174	19125	3033	0.0
j x	0.01	342	14548	15419	0.0
r x	0.01	380	19125	15419	0.0
j r	0.01	363	14548	19125	0.0
ɲ t	0.01	382	8130	38336	0.0
t x	0.01	511	38336	15419	0.0
k tʰ	0.01	138	30069	1523	0.0
j w	0.01	308	14548	16123	0.0
x t	0.01	481	15419	38336	0.0
x s	0.01	370	15419	23905	0.0
n s	0.01	497	29275	23905	0.0
w q'	0.01	84	16123	1294	0.0
r m	0.01	312	19125	15323	0.0
j t	0.01	421	14548	38336	0.0
k x	0.01	383	30069	15419	0.0
n q	0.01	234	29275	5952	0.0
n tʰ	0.01	117	29275	1523	0.0
s tʰ	0.01	103	23905	1523	0.0
j ʎ	0.01	110	14548	2888	0.0
w s	0.01	324	16123	23905	0.0
s kʰ	0.01	107	23905	1791	0.0
ʎ t	0.01	170	2888	38336	0.0
s x	0.01	307	23905	15419	0.0
j p'	0.01	43	14548	515	0.0
r p	0.01	314	19125	21184	0.0
s m	0.01	296	23905	15323	0.0
r k'	0.01	77	19125	1316	0.0
q t'	0.01	63	5952	3033	0.0
k s	0.01	365	30069	23905	0.0
n t'	0.01	128	29275	3033	0.0
w k	0.0	292	16123	30069	0.0
r t	0.0	340	19125	38336	0.0
t s	0.0	368	38336	23905	0.0
t w	0.0	292	38336	16123	0.0
p s	0.0	260	21184	23905	0.0
w kʰ	0.0	61	16123	1791	0.0
n k'	0.0	70	29275	1316	0.0
k t'	0.0	107	30069	3033	0.0
r q	0.0	116	19125	5952	0.0
ʎ p'	0.0	13	2888	515	0.0
ʎ q'	0.0	20	2888	1294	0.0
p t	0.0	289	21184	38336	0.0
j ʃ	0.0	106	14548	7583	0.0
x t'	0.0	69	15419	3033	0.0
ʎ k'	0.0	19	2888	1316	0.0
j tʰ	0.0	45	14548	1523	0.0
ʃ k	0.0	143	7583	30069	0.0
x p	0.0	161	15419	21184	0.0
w x	0.0	140	16123	15419	0.0
k p	0.0	214	30069	21184	0.0
ʎ k	0.0	79	2888	30069	0.0
q t	0.0	124	5952	38336	0.0
t p	0.0	205	38336	21184	0.0
s pʰ	0.0	35	23905	1026	0.0
l t'	0.0	25	4302	3033	0.0
m s	0.0	132	15323	23905	0.0
l s	0.0	67	4302	23905	0.0
x w	0.0	104	15419	16123	0.0
j pʰ	0.0	25	14548	1026	0.0
j kʰ	0.0	33	14548	1791	0.0
n h	0.0	92	29275	7163	0.0
j p	0.0	110	14548	21184	0.0
r w	0.0	109	19125	16123	0.0
x k	0.0	132	15419	30069	0.0
k k	0.0	184	30069	30069	0.0
ʎ p	0.0	47	2888	21184	0.0
x r	0.0	100	15419	19125	0.0
j q	0.0	54	14548	5952	0.0
t t'	0.0	62	38336	3033	0.0
l q	0.0	28	4302	5952	0.0
l t	0.0	70	4302	38336	0.0
ɲ x	0.0	59	8130	15419	0.0
t' x	0.0	35	3033	15419	0.0
ʎ t'	0.0	15	2888	3033	0.0
q x	0.0	47	5952	15419	0.0
m x	0.0	75	15323	15419	0.0
s n	0.0	121	23905	29275	0.0
t k	0.0	151	38336	30069	0.0
x ʎ	0.0	28	15419	2888	0.0
t' k	0.0	39	3033	30069	0.0
ɲ k	0.0	63	8130	30069	0.0
t t	0.0	148	38336	38336	0.0
m t'	0.0	26	15323	3033	0.0
tʰ t	0.0	29	1523	38336	0.0
m w	0.0	59	15323	16123	0.0
q k	0.0	50	5952	30069	0.0
ʃ x	0.0	40	7583	15419	0.0
n p	0.0	80	29275	21184	0.0
p p	0.0	68	21184	21184	0.0
n kʰ	0.0	22	29275	1791	0.0
k w	0.0	66	30069	16123	0.0
l m	0.0	23	4302	15323	0.0
ʃ p	0.0	35	7583	21184	0.0
r pʰ	0.0	12	19125	1026	0.0
s q	0.0	31	23905	5952	0.0
h t	0.0	42	7163	38336	0.0
r s	0.0	52	19125	23905	0.0
w t'	0.0	15	16123	3033	0.0
x ɲ	0.0	24	15419	8130	0.0
ʎ qʰ	0.0	5	2888	2055	0.062
w r	0.0	34	16123	19125	0.0
x m	0.0	29	15419	15323	0.0
l w	0.0	14	4302	16123	0.0
r q'	0.0	8	19125	1294	0.008
tʰ s	0.0	9	1523	23905	0.004
w qʰ	0.0	8	16123	2055	0.008
h r	0.0	16	7163	19125	0.0
ʃ' tʰ	0.0	2	1466	1523	0.5
w t	0.0	31	16123	38336	0.0
w n	0.0	27	16123	29275	0.0
m tʰ	0.0	6	15323	1523	0.031
ʎ pʰ	0.0	2	2888	1026	0.5
j k'	0.0	5	14548	1316	0.062
r qʰ	0.0	7	19125	2055	0.016
m k	0.0	23	15323	30069	0.0
h m	0.0	11	7163	15323	0.001
ɲ l	0.0	6	8130	4302	0.031
q tʰ	0.0	3	5952	1523	0.25
s ʎ	0.0	8	23905	2888	0.008
l pʰ	0.0	2	4302	1026	0.5
t' tʰ	0.0	2	3033	1523	0.5
j ɲ	0.0	10	14548	8130	0.002
ɲ p	0.0	12	8130	21184	0.0
ʃ r	0.0	11	7583	19125	0.001
ʃ w	0.0	10	7583	16123	0.002
w k'	0.0	4	16123	1316	0.125
r kʰ	0.0	5	19125	1791	0.062
s s	0.0	20	23905	23905	0.0
t' s	0.0	7	3033	23905	0.016
qʰ t'	0.0	2	2055	3033	0.5
h n	0.0	11	7163	29275	0.001
ʎ x	0.0	5	2888	15419	0.062
p tʰ	0.0	4	21184	1523	0.125
q p	0.0	7	5952	21184	0.016
t r	0.0	16	38336	19125	0.0
ʎ w	0.0	4	2888	16123	0.125
m t	0.0	14	15323	38336	0.0
k r	0.0	13	30069	19125	0.0
t tʰ	0.0	4	38336	1523	0.125
x n	0.0	11	15419	29275	0.001
q s	0.0	6	5952	23905	0.031
l x	0.0	4	4302	15419	0.125
ʃ' t'	0.0	1	1466	3033	1.0
h s	0.0	6	7163	23905	0.031
ʎ m	0.0	3	2888	15323	0.25
h t'	0.0	2	7163	3033	0.5
r n	0.0	10	19125	29275	0.002
w tʰ	0.0	2	16123	1523	0.5
x j	0.0	6	15419	14548	0.031
s l	0.0	4	23905	4302	0.125
n r	0.0	9	29275	19125	0.004
p w	0.0	7	21184	16123	0.016
n m	0.0	8	29275	15323	0.008
n n	0.0	11	29275	29275	0.001
t' t	0.0	4	3033	38336	0.125
s q'	0.0	2	23905	1294	0.5
ɲ w	0.0	4	8130	16123	0.125
l p	0.0	3	4302	21184	0.25
w ʎ	0.0	2	16123	2888	0.5
s qʰ	0.0	2	23905	2055	0.5
q r	0.0	3	5952	19125	0.25
w p	0.0	5	16123	21184	0.062
k l	0.0	3	30069	4302	0.25
l j	0.0	2	4302	14548	0.5
j l	0.0	2	14548	4302	0.5
t' p	0.0	2	3033	21184	0.5
ʃ' x	0.0	1	1466	15419	1.0
q m	0.0	2	5952	15323	0.5
t n	0.0	7	38336	29275	0.016
t m	0.0	5	38336	15323	0.062
q w	0.0	2	5952	16123	0.5
w q	0.0	2	16123	5952	0.5
w j	0.0	3	16123	14548	0.25
x x	0.0	3	15419	15419	0.25
m n	0.0	4	15323	29275	0.125
r tʰ	0.0	1	19125	1523	1.0
ɲ m	0.0	2	8130	15323	0.5
ʃ t	0.0	3	7583	38336	0.25
m r	0.0	3	15323	19125	0.25
kʰ r	0.0	1	1791	19125	1.0
t j	0.0	4	38336	14548	0.125
q q	0.0	1	5952	5952	1.0
ɲ r	0.0	2	8130	19125	0.5
s w	0.0	3	23905	16123	0.25
p r	0.0	3	21184	19125	0.25
t' m	0.0	1	3033	15323	1.0
n j	0.0	3	29275	14548	0.25
qʰ s	0.0	1	2055	23905	1.0
k m	0.0	3	30069	15323	0.25
m j	0.0	2	15323	14548	0.5
ʃ' t	0.0	1	1466	38336	1.0
ɲ n	0.0	2	8130	29275	0.5
ʎ s	0.0	1	2888	23905	1.0
t ɲ	0.0	2	38336	8130	0.5
qʰ t	0.0	1	2055	38336	1.0
p l	0.0	1	21184	4302	1.0
x q	0.0	1	15419	5952	1.0
k n	0.0	3	30069	29275	0.25
h w	0.0	1	7163	16123	1.0
ʃ m	0.0	1	7583	15323	1.0
p q	0.0	1	21184	5952	1.0
l k	0.0	1	4302	30069	1.0
q n	0.0	1	5952	29275	1.0
s ɲ	0.0	1	23905	8130	1.0
ʃ n	0.0	1	7583	29275	1.0
w w	0.0	1	16123	16123	1.0
p j	0.0	1	21184	14548	1.0
r r	0.0	1	19125	19125	1.0
s r	0.0	1	23905	19125	1.0
p n	0.0	1	21184	29275	1.0
