ngram	insep	N(C1C2)	N(C1)	N(C2)	p(C1C2)
ɲ c	5.61	292	650	1621	0.0
n d	2.98	508	2938	2042	0.0
ɲ ɟ	2.17	139	650	948	0.0
m b	1.8	405	2459	2571	0.0
m p	1.75	423	2459	2877	0.0
n t	1.65	507	2938	3669	0.0
ŋ k	1.1	543	4012	4625	0.0
ŋ g	0.78	334	4012	2483	0.0
b r	0.11	144	2571	4966	0.0
ŋ s	0.11	137	4012	2944	0.0
p r	0.09	138	2877	4966	0.0
t r	0.08	144	3669	4966	0.0
p l	0.07	107	2877	3924	0.0
b l	0.05	83	2571	3924	0.0
s t	0.03	66	2944	3669	0.0
c l	0.03	50	1621	3924	0.0
c r	0.02	49	1621	4966	0.0
ŋ c	0.02	42	4012	1621	0.0
ŋ j	0.02	27	4012	772	0.0
ŋ h	0.02	41	4012	1854	0.0
k r	0.01	70	4625	4966	0.0
d r	0.01	45	2042	4966	0.0
ŋ p	0.01	48	4012	2877	0.0
k s	0.01	52	4625	2944	0.0
ŋ b	0.01	41	4012	2571	0.0
ŋ t	0.01	48	4012	3669	0.0
k l	0.01	51	4625	3924	0.0
ŋ d	0.01	34	4012	2042	0.0
n s	0.01	30	2938	2944	0.0
s r	0.01	39	2944	4966	0.0
r t	0.01	42	4966	3669	0.0
ʔ m	0.01	2	17	2459	0.5
ŋ l	0.01	38	4012	3924	0.0
g r	0.01	33	2483	4966	0.0
ɟ r	0.01	19	948	4966	0.0
ʔ j	0.01	1	17	772	1.0
b j	0.01	12	2571	772	0.0
n f	0.0	2	2938	21	0.5
s w	0.0	13	2944	919	0.0
ŋ r	0.0	34	4012	4966	0.0
n v	0.0	1	2938	6	1.0
ɟ l	0.0	14	948	3924	0.0
g j	0.0	10	2483	772	0.002
g d	0.0	16	2483	2042	0.0
s m	0.0	19	2944	2459	0.0
k t	0.0	28	4625	3669	0.0
r m	0.0	23	4966	2459	0.0
h w	0.0	8	1854	919	0.008
p j	0.0	9	2877	772	0.004
r s	0.0	22	4966	2944	0.0
h m	0.0	12	1854	2459	0.0
r n	0.0	21	4966	2938	0.0
d ʔ	0.0	1	2042	17	1.0
r g	0.0	18	4966	2483	0.0
h k	0.0	15	1854	4625	0.0
k c	0.0	14	4625	1621	0.0
h j	0.0	6	1854	772	0.031
ʔ b	0.0	1	17	2571	1.0
r w	0.0	10	4966	919	0.002
k b	0.0	16	4625	2571	0.0
h c	0.0	8	1854	1621	0.008
s p	0.0	13	2944	2877	0.0
f g	0.0	1	21	2483	1.0
r d	0.0	13	4966	2042	0.0
s k	0.0	15	2944	4625	0.0
f s	0.0	1	21	2944	1.0
h p	0.0	9	1854	2877	0.004
g l	0.0	12	2483	3924	0.0
k g	0.0	13	4625	2483	0.0
ŋ m	0.0	12	4012	2459	0.0
r ɟ	0.0	8	4966	948	0.008
h d	0.0	7	1854	2042	0.016
l f	0.0	1	3924	21	1.0
h n	0.0	8	1854	2938	0.008
h r	0.0	10	1854	4966	0.002
h g	0.0	7	1854	2483	0.016
f r	0.0	1	21	4966	1.0
k p	0.0	11	4625	2877	0.001
h l	0.0	8	1854	3924	0.008
r k	0.0	14	4966	4625	0.0
m j	0.0	4	2459	772	0.125
m l	0.0	9	2459	3924	0.004
r b	0.0	10	4966	2571	0.002
r h	0.0	8	4966	1854	0.008
k d	0.0	8	4625	2042	0.008
j r	0.0	5	772	4966	0.062
k w	0.0	5	4625	919	0.062
g b	0.0	6	2483	2571	0.031
k m	0.0	8	4625	2459	0.008
g t	0.0	7	2483	3669	0.016
m r	0.0	8	2459	4966	0.008
d w	0.0	3	2042	919	0.25
s b	0.0	6	2944	2571	0.031
r c	0.0	6	4966	1621	0.031
n p	0.0	6	2938	2877	0.031
s l	0.0	7	2944	3924	0.016
ŋ n	0.0	7	4012	2938	0.016
p t	0.0	6	2877	3669	0.031
r l	0.0	8	4966	3924	0.008
s ɟ	0.0	3	2944	948	0.25
l j	0.0	3	3924	772	0.25
d j	0.0	2	2042	772	0.5
r p	0.0	6	4966	2877	0.031
t l	0.0	6	3669	3924	0.031
g c	0.0	3	2483	1621	0.25
m s	0.0	4	2459	2944	0.125
g h	0.0	3	2483	1854	0.25
p c	0.0	3	2877	1621	0.25
g ɟ	0.0	2	2483	948	0.5
s h	0.0	3	2944	1854	0.25
l b	0.0	4	3924	2571	0.125
t n	0.0	4	3669	2938	0.125
l c	0.0	3	3924	1621	0.25
t j	0.0	2	3669	772	0.5
l s	0.0	4	3924	2944	0.125
n g	0.0	3	2938	2483	0.25
ɟ w	0.0	1	948	919	1.0
l d	0.0	3	3924	2042	0.25
ŋ w	0.0	2	4012	919	0.5
d h	0.0	2	2042	1854	0.5
r j	0.0	2	4966	772	0.5
s n	0.0	3	2944	2938	0.25
m c	0.0	2	2459	1621	0.5
t m	0.0	3	3669	2459	0.25
l m	0.0	3	3924	2459	0.25
l k	0.0	4	3924	4625	0.125
m h	0.0	2	2459	1854	0.5
b h	0.0	2	2571	1854	0.5
h b	0.0	2	1854	2571	0.5
s c	0.0	2	2944	1621	0.5
h ɲ	0.0	1	1854	650	1.0
j c	0.0	1	772	1621	1.0
l p	0.0	3	3924	2877	0.25
m d	0.0	2	2459	2042	0.5
d ɲ	0.0	1	2042	650	1.0
p h	0.0	2	2877	1854	0.5
j h	0.0	1	772	1854	1.0
k n	0.0	3	4625	2938	0.25
g m	0.0	2	2483	2459	0.5
t h	0.0	2	3669	1854	0.5
h ɟ	0.0	1	1854	948	1.0
g p	0.0	2	2483	2877	0.5
s g	0.0	2	2944	2483	0.5
t k	0.0	3	3669	4625	0.25
j g	0.0	1	772	2483	1.0
p n	0.0	2	2877	2938	0.5
m t	0.0	2	2459	3669	0.5
n j	0.0	1	2938	772	1.0
j n	0.0	1	772	2938	1.0
t g	0.0	2	3669	2483	0.5
t b	0.0	2	3669	2571	0.5
b ɟ	0.0	1	2571	948	1.0
t p	0.0	2	3669	2877	0.5
n w	0.0	1	2938	919	1.0
k ɲ	0.0	1	4625	650	1.0
j l	0.0	1	772	3924	1.0
d c	0.0	1	2042	1621	1.0
p k	0.0	2	2877	4625	0.5
n k	0.0	2	2938	4625	0.5
h h	0.0	1	1854	1854	1.0
ŋ ɟ	0.0	1	4012	948	1.0
k ɟ	0.0	1	4625	948	1.0
d m	0.0	1	2042	2459	1.0
d g	0.0	1	2042	2483	1.0
b d	0.0	1	2571	2042	1.0
k k	0.0	2	4625	4625	0.5
n h	0.0	1	2938	1854	1.0
h s	0.0	1	1854	2944	1.0
t c	0.0	1	3669	1621	1.0
b b	0.0	1	2571	2571	1.0
h t	0.0	1	1854	3669	1.0
p g	0.0	1	2877	2483	1.0
m n	0.0	1	2459	2938	1.0
g s	0.0	1	2483	2944	1.0
h ŋ	0.0	1	1854	4012	1.0
n b	0.0	1	2938	2571	1.0
b s	0.0	1	2571	2944	1.0
d l	0.0	1	2042	3924	1.0
p s	0.0	1	2877	2944	1.0
d k	0.0	1	2042	4625	1.0
b ŋ	0.0	1	2571	4012	1.0
t s	0.0	1	3669	2944	1.0
m k	0.0	1	2459	4625	1.0
g k	0.0	1	2483	4625	1.0
l t	0.0	1	3924	3669	1.0
n r	0.0	1	2938	4966	1.0
k ŋ	0.0	1	4625	4012	1.0
l r	0.0	1	3924	4966	1.0
