ngram	insep	N(C1C2)	N(C1)	N(C2)	p(C1C2)
ɲ c	5.42	312	696	1720	0.0
n d	2.43	590	3721	2563	0.0
ɲ ɟ	1.65	147	696	1252	0.0
m b	1.38	444	3214	2962	0.0
n t	1.31	583	3721	4648	0.0
m p	1.26	462	3214	3519	0.0
ŋ k	1.01	598	4286	5513	0.0
ŋ g	0.73	356	4286	2682	0.0
t r	0.1	208	4648	6115	0.0
p r	0.1	180	3519	6115	0.0
ŋ s	0.09	157	4286	4089	0.0
b r	0.09	157	2962	6115	0.0
s t	0.07	143	4089	4648	0.0
p l	0.06	123	3519	4689	0.0
b l	0.05	99	2962	4689	0.0
k s	0.03	101	5513	4089	0.0
c l	0.02	50	1720	4689	0.0
n s	0.02	64	3721	4089	0.0
k r	0.02	92	5513	6115	0.0
ŋ c	0.02	43	4286	1720	0.0
d r	0.02	62	2563	6115	0.0
c r	0.02	49	1720	6115	0.0
ŋ h	0.01	43	4286	2240	0.0
n f	0.01	7	3721	73	0.016
ŋ p	0.01	51	4286	3519	0.0
r t	0.01	67	6115	4648	0.0
ŋ b	0.01	44	4286	2962	0.0
z h	0.01	1	3	2240	1.0
k l	0.01	62	5513	4689	0.0
g r	0.01	48	2682	6115	0.0
ŋ ɟ	0.01	26	4286	1252	0.0
ŋ t	0.01	50	4286	4648	0.0
ŋ d	0.01	37	4286	2563	0.0
k t	0.01	56	5513	4648	0.0
ʔ m	0.01	5	65	3214	0.062
ɟ r	0.01	28	1252	6115	0.0
s m	0.01	35	4089	3214	0.0
r s	0.01	48	6115	4089	0.0
r d	0.01	37	6115	2563	0.0
s r	0.01	46	4089	6115	0.0
ŋ l	0.01	41	4286	4689	0.0
r m	0.01	39	6115	3214	0.0
b j	0.0	13	2962	770	0.0
s p	0.0	31	4089	3519	0.0
r n	0.0	38	6115	3721	0.0
s w	0.0	17	4089	1137	0.0
z k	0.0	1	3	5513	1.0
ʔ l	0.0	4	65	4689	0.125
r w	0.0	19	6115	1137	0.0
g ɟ	0.0	13	2682	1252	0.0
h m	0.0	19	2240	3214	0.0
ŋ r	0.0	36	4286	6115	0.0
ɟ l	0.0	17	1252	4689	0.0
h w	0.0	11	2240	1137	0.001
n v	0.0	2	3721	23	0.5
g f	0.0	3	2682	73	0.25
s k	0.0	32	4089	5513	0.0
r g	0.0	26	6115	2682	0.0
g d	0.0	16	2682	2563	0.0
p j	0.0	10	3519	770	0.002
r b	0.0	25	6115	2962	0.0
r ɟ	0.0	14	6115	1252	0.0
k b	0.0	20	5513	2962	0.0
h l	0.0	16	2240	4689	0.0
d ʔ	0.0	2	2563	65	0.5
k c	0.0	15	5513	1720	0.0
h k	0.0	17	2240	5513	0.0
ʔ b	0.0	2	65	2962	0.5
r k	0.0	26	6115	5513	0.0
ʔ j	0.0	1	65	770	1.0
k w	0.0	11	5513	1137	0.001
h c	0.0	8	2240	1720	0.008
ʔ n	0.0	2	65	3721	0.5
h j	0.0	5	2240	770	0.062
h r	0.0	14	2240	6115	0.0
h d	0.0	9	2240	2563	0.004
r c	0.0	12	6115	1720	0.0
p s	0.0	14	3519	4089	0.0
ʔ w	0.0	1	65	1137	1.0
g l	0.0	13	2682	4689	0.0
s l	0.0	16	4089	4689	0.0
m l	0.0	14	3214	4689	0.0
d j	0.0	5	2563	770	0.062
ʔ ɟ	0.0	1	65	1252	1.0
f l	0.0	2	73	4689	0.5
k g	0.0	13	5513	2682	0.0
r h	0.0	12	6115	2240	0.0
ŋ m	0.0	12	4286	3214	0.0
p t	0.0	13	3519	4648	0.0
h p	0.0	9	2240	3519	0.004
ʔ r	0.0	2	65	6115	0.5
r ʔ	0.0	2	6115	65	0.5
l j	0.0	6	4689	770	0.031
r p	0.0	14	6115	3519	0.0
f r	0.0	2	73	6115	0.5
r f	0.0	2	6115	73	0.5
r l	0.0	16	6115	4689	0.0
d w	0.0	5	2563	1137	0.062
l d	0.0	10	4689	2563	0.002
h g	0.0	7	2240	2682	0.016
h n	0.0	8	2240	3721	0.008
m s	0.0	10	3214	4089	0.002
r v	0.0	1	6115	23	1.0
s b	0.0	9	4089	2962	0.004
m j	0.0	4	3214	770	0.125
k p	0.0	11	5513	3519	0.001
ʔ d	0.0	1	65	2563	1.0
l b	0.0	9	4689	2962	0.004
k d	0.0	9	5513	2563	0.004
