ngram	insep	N(C1C2)	N(C1)	N(C2)	p(C1C2)
q h	1.89	601	2797	2066	0.0
n t	1.05	1020	6024	4999	0.0
r q	0.95	599	4070	2797	0.0
t˗ʃ ʔ	0.59	317	3159	1635	0.0
t ʔ	0.53	378	4999	1635	0.0
m p	0.46	500	3281	4966	0.0
k ʔ	0.39	270	3455	1635	0.0
x t	0.34	395	2776	4999	0.0
p ʔ	0.33	299	4966	1635	0.0
j t	0.33	386	2715	4999	0.0
k h	0.31	271	3455	2066	0.0
s p	0.3	412	3472	4966	0.0
q ʔ	0.19	170	2797	1635	0.0
r p	0.17	340	4070	4966	0.0
ŋk ʔ	0.17	115	1450	1635	0.0
r l	0.16	89	4070	358	0.0
j m	0.1	168	2715	3281	0.0
p h	0.09	174	4966	2066	0.0
x t˗ʃ	0.09	158	2776	3159	0.0
x s	0.07	152	2776	3472	0.0
j n	0.07	198	2715	6024	0.0
x ʎ	0.06	103	2776	1832	0.0
t˗ʃ h	0.06	115	3159	2066	0.0
s t	0.06	186	3472	4999	0.0
s k	0.06	154	3472	3455	0.0
j w	0.05	108	2715	2384	0.0
ʎ p	0.05	128	1832	4966	0.0
j ʎ	0.05	93	2715	1832	0.0
j p	0.05	148	2715	4966	0.0
n m	0.04	155	6024	3281	0.0
jk ʔ	0.04	49	1254	1635	0.0
ʃ k	0.03	43	464	3455	0.0
ʎ q	0.03	76	1832	2797	0.0
n ɲ	0.03	68	6024	694	0.0
s n	0.03	152	3472	6024	0.0
j q	0.03	87	2715	2797	0.0
x k	0.03	97	2776	3455	0.0
j t˗ʃ	0.02	79	2715	3159	0.0
x p	0.02	99	2776	4966	0.0
s m	0.02	86	3472	3281	0.0
w s	0.02	66	2384	3472	0.0
x r	0.02	75	2776	4070	0.0
t h	0.01	70	4999	2066	0.0
r m	0.01	76	4070	3281	0.0
w p	0.01	71	2384	4966	0.0
r k	0.01	69	4070	3455	0.0
l t	0.01	22	358	4999	0.0
sq ʔ	0.01	21	1059	1635	0.0
ɴq h	0.01	15	455	2066	0.0
n r	0.01	73	6024	4070	0.0
x m	0.01	42	2776	3281	0.0
x q	0.01	38	2776	2797	0.0
s ʎ	0.01	33	3472	1832	0.0
j s	0.0	38	2715	3472	0.0
j r	0.0	36	2715	4070	0.0
x ɲ	0.0	15	2776	694	0.0
s w	0.0	29	3472	2384	0.0
ɲt˗ʃ ʔ	0.0	11	783	1635	0.001
x j	0.0	25	2776	2715	0.0
ʃ w	0.0	9	464	2384	0.004
x w	0.0	22	2776	2384	0.0
ʎ t˗ʃ	0.0	19	1832	3159	0.0
l w	0.0	7	358	2384	0.016
n w	0.0	27	6024	2384	0.0
l m	0.0	7	358	3281	0.016
j ɲ	0.0	8	2715	694	0.008
ɴq ʔ	0.0	5	455	1635	0.062
x n	0.0	23	2776	6024	0.0
r w	0.0	16	4070	2384	0.0
s t˗ʃ	0.0	17	3472	3159	0.0
ʎ m	0.0	11	1832	3281	0.001
ʎ k	0.0	10	1832	3455	0.002
ɲt˗ʃ h	0.0	5	783	2066	0.062
r t	0.0	16	4070	4999	0.0
n j	0.0	14	6024	2715	0.0
ʃ p	0.0	5	464	4966	0.062
s ɲ	0.0	5	3472	694	0.062
l k	0.0	3	358	3455	0.25
m s	0.0	9	3281	3472	0.004
ʃ q	0.0	3	464	2797	0.25
n s	0.0	12	6024	3472	0.0
n n	0.0	15	6024	6024	0.0
n ʎ	0.0	8	6024	1832	0.008
x l	0.0	2	2776	358	0.5
s r	0.0	7	3472	4070	0.016
w t˗ʃ	0.0	5	2384	3159	0.062
w q	0.0	4	2384	2797	0.125
ʎ w	0.0	3	1832	2384	0.25
w t	0.0	4	2384	4999	0.125
ŋk h	0.0	2	1450	2066	0.5
r t˗ʃ	0.0	4	4070	3159	0.125
w k	0.0	3	2384	3455	0.25
j l	0.0	1	2715	358	1.0
r n	0.0	5	4070	6024	0.062
l q	0.0	1	358	2797	1.0
w r	0.0	3	2384	4070	0.25
r j	0.0	3	4070	2715	0.25
s l	0.0	1	3472	358	1.0
ʃ t˗ʃ	0.0	1	464	3159	1.0
l p	0.0	1	358	4966	1.0
r ʎ	0.0	2	4070	1832	0.5
ʃ r	0.0	1	464	4070	1.0
jk h	0.0	1	1254	2066	1.0
r ɲ	0.0	1	4070	694	1.0
h w	0.0	1	2066	2384	1.0
w h	0.0	1	2384	2066	1.0
j h	0.0	1	2715	2066	1.0
w j	0.0	1	2384	2715	1.0
h m	0.0	1	2066	3281	1.0
s j	0.0	1	3472	2715	1.0
h t	0.0	1	2066	4999	1.0
m n	0.0	1	3281	6024	1.0
