ngram	insep	N(C1C2)	N(C1)	N(C2)	p(C1C2)
ŋ k'	9.27	115	117	434	0.0
ɲ tʃ	4.06	767	1477	3494	0.0
s q	3.34	1038	4531	2529	0.0
r̞ qʰ	2.93	57	64	616	0.0
t ʃ'	2.33	328	4999	328	0.0
ʎ̞ q	1.07	76	76	2529	0.0
j̠̠ q	1.06	81	87	2529	0.0
n t	1.04	940	6024	4999	0.0
t ʃʰ	0.85	120	4999	120	0.0
ɴ qʰ	0.65	15	20	616	0.0
m p	0.54	475	3281	4493	0.0
j t	0.42	396	2678	4999	0.0
x t	0.4	397	2776	4999	0.0
ʎ p'	0.37	74	1756	299	0.0
s p	0.29	406	4531	4493	0.0
r p	0.26	339	3471	4493	0.0
r l	0.23	89	3471	357	0.0
ɴ q'	0.23	5	20	196	0.062
r̞ q'	0.14	7	64	196	0.016
j m	0.11	168	2678	3281	0.0
n t'	0.1	78	6024	378	0.0
j n	0.09	198	2678	6024	0.0
x ʎ	0.08	103	2776	1756	0.0
x tʃ	0.08	145	2776	3494	0.0
j̠̠ q'	0.08	6	87	196	0.031
j k'	0.07	49	2678	434	0.0
j ʎ	0.07	93	2678	1756	0.0
x s	0.07	152	2776	4531	0.0
j w	0.07	108	2678	2380	0.0
j p	0.06	147	2678	4493	0.0
w̞ q	0.06	4	4	2529	0.125
s t	0.05	173	4531	4999	0.0
s k'	0.05	50	4531	434	0.0
n m	0.04	155	6024	3281	0.0
x k	0.04	97	2776	2914	0.0
ʃ k	0.04	38	464	2914	0.0
s n	0.03	152	4531	6024	0.0
x p	0.03	99	2776	4493	0.0
s k	0.03	101	4531	2914	0.0
x r	0.02	75	2776	3471	0.0
n ɲ	0.02	68	6024	1477	0.0
r m	0.02	76	3471	3281	0.0
s m	0.02	86	4531	3281	0.0
s q'	0.02	21	4531	196	0.0
w p	0.02	71	2380	4493	0.0
j tʃ	0.02	64	2678	3494	0.0
w s	0.01	66	2380	4531	0.0
l̞ q	0.01	1	1	2529	1.0
ʎ p	0.01	54	1756	4493	0.0
m p'	0.01	19	3281	299	0.0
ʃ pʰ	0.01	5	464	174	0.062
l t	0.01	22	357	4999	0.0
r k'	0.01	20	3471	434	0.0
n r	0.01	73	6024	3471	0.0
x q	0.01	38	2776	2529	0.0
ʃ kʰ	0.01	5	464	274	0.062
x m	0.01	42	2776	3281	0.0
r k	0.01	42	3471	2914	0.0
j r	0.0	36	2678	3471	0.0
s ʎ	0.0	33	4531	1756	0.0
ŋ kʰ	0.0	2	117	274	0.5
j s	0.0	38	2678	4531	0.0
s t'	0.0	13	4531	378	0.0
x t'	0.0	10	2776	378	0.002
x j	0.0	25	2776	2678	0.0
s w	0.0	29	4531	2380	0.0
ʃ w	0.0	9	464	2380	0.004
x w	0.0	22	2776	2380	0.0
m pʰ	0.0	6	3281	174	0.031
l w	0.0	7	357	2380	0.016
x ɲ	0.0	15	2776	1477	0.0
r kʰ	0.0	7	3471	274	0.016
n w	0.0	27	6024	2380	0.0
l m	0.0	7	357	3281	0.016
ɲ t	0.0	16	1477	4999	0.0
x n	0.0	23	2776	6024	0.0
r w	0.0	16	3471	2380	0.0
ʎ t	0.0	16	1756	4999	0.0
s p'	0.0	6	4531	299	0.031
j t'	0.0	5	2678	378	0.062
ʎ m	0.0	11	1756	3281	0.001
s tʃ	0.0	17	4531	3494	0.0
j ɲ	0.0	8	2678	1477	0.008
r t	0.0	16	3471	4999	0.0
n j	0.0	14	6024	2678	0.0
ʎ k'	0.0	3	1756	434	0.25
ʎ k	0.0	7	1756	2914	0.016
n tʰ	0.0	2	6024	70	0.5
ʃ q	0.0	3	464	2529	0.25
s kʰ	0.0	3	4531	274	0.25
l k'	0.0	1	357	434	1.0
n n	0.0	15	6024	6024	0.0
n ʎ	0.0	8	6024	1756	0.008
m s	0.0	9	3281	4531	0.004
w t	0.0	8	2380	4999	0.008
n s	0.0	12	6024	4531	0.0
x tʰ	0.0	1	2776	70	1.0
x l	0.0	2	2776	357	0.5
w k'	0.0	2	2380	434	0.5
l k	0.0	2	357	2914	0.5
s ɲ	0.0	5	4531	1477	0.062
s r	0.0	7	4531	3471	0.016
ʎ w	0.0	3	1756	2380	0.25
j pʰ	0.0	1	2678	174	1.0
ʎ tʃ	0.0	3	1756	3494	0.25
j kʰ	0.0	1	2678	274	1.0
r tʃ	0.0	4	3471	3494	0.125
r n	0.0	5	3471	6024	0.062
w r	0.0	3	2380	3471	0.25
j l	0.0	1	2678	357	1.0
r j	0.0	3	3471	2678	0.25
r p'	0.0	1	3471	299	1.0
r ʎ	0.0	2	3471	1756	0.5
l p	0.0	1	357	4493	1.0
ʃ r	0.0	1	464	3471	1.0
s l	0.0	1	4531	357	1.0
h w	0.0	1	812	2380	1.0
w h	0.0	1	2380	812	1.0
j h	0.0	1	2678	812	1.0
ʃ t	0.0	1	464	4999	1.0
h m	0.0	1	812	3281	1.0
h t	0.0	1	812	4999	1.0
r ɲ	0.0	1	3471	1477	1.0
w j	0.0	1	2380	2678	1.0
w k	0.0	1	2380	2914	1.0
w tʃ	0.0	1	2380	3494	1.0
s j	0.0	1	4531	2678	1.0
m n	0.0	1	3281	6024	1.0
