ngram	insep	N(C1C2)	N(C1)	N(C2)	p(C1C2)
r̞ q'	2.8	7	7	196	0.016
t ʃʰ	2.52	120	3731	120	0.0
j̠̠ q'	2.4	6	6	196	0.031
ɴ qʰ	1.58	15	20	559	0.0
m p	1.2	475	3281	4493	0.0
j t	1.16	384	2678	3731	0.0
x t	1.14	389	2776	3731	0.0
s p	0.82	406	3493	4493	0.0
ʎ p'	0.82	74	1756	299	0.0
r p	0.58	339	3471	4493	0.0
ŋ kʰ	0.57	2	2	274	0.5
r l	0.5	89	3471	357	0.0
ɴ q'	0.5	5	20	196	0.062
j m	0.25	168	2678	3281	0.0
n t'	0.25	78	5084	378	0.0
w̞ q	0.23	4	4	1334	0.125
j n	0.23	198	2678	5084	0.0
j k'	0.22	49	2678	319	0.0
x tʃ	0.22	145	2776	2727	0.0
x s	0.19	152	2776	3493	0.0
s t	0.18	173	3493	3731	0.0
s k'	0.18	50	3493	319	0.0
x ʎ	0.17	103	2776	1756	0.0
j ʎ	0.14	93	2678	1756	0.0
j w	0.14	108	2678	2380	0.0
j p	0.14	147	2678	4493	0.0
n m	0.11	155	5084	3281	0.0
s n	0.1	152	3493	5084	0.0
n ɲ	0.1	68	5084	710	0.0
x k	0.09	97	2776	2914	0.0
ʃ k	0.08	38	464	2914	0.0
s k	0.08	101	3493	2914	0.0
x p	0.06	99	2776	4493	0.0
l̞ q	0.06	1	1	1334	1.0
s m	0.05	86	3493	3281	0.0
s q'	0.05	21	3493	196	0.0
x r	0.05	75	2776	3471	0.0
j tʃ	0.04	64	2678	2727	0.0
w s	0.04	66	2380	3493	0.0
ɲ tʃ'	0.04	11	710	328	0.001
r m	0.04	76	3471	3281	0.0
w p	0.04	71	2380	4493	0.0
ʎ tʃ'	0.03	15	1756	328	0.0
x q	0.03	38	2776	1334	0.0
ʎ p	0.03	54	1756	4493	0.0
m p'	0.03	19	3281	299	0.0
l t	0.03	22	357	3731	0.0
r k'	0.03	20	3471	319	0.0
ʃ pʰ	0.02	5	464	174	0.062
n r	0.02	73	5084	3471	0.0
ʃ kʰ	0.02	5	464	274	0.062
x m	0.02	42	2776	3281	0.0
s ʎ	0.01	33	3493	1756	0.0
r k	0.01	42	3471	2914	0.0
j tʃ'	0.01	12	2678	328	0.0
j s	0.01	38	2678	3493	0.0
j r	0.01	36	2678	3471	0.0
s t'	0.01	13	3493	378	0.0
x ɲ	0.01	15	2776	710	0.0
s w	0.01	29	3493	2380	0.0
x t'	0.01	10	2776	378	0.002
x j	0.01	25	2776	2678	0.0
ʃ w	0.01	9	464	2380	0.004
x w	0.01	22	2776	2380	0.0
x tʃ'	0.01	8	2776	328	0.008
m pʰ	0.0	6	3281	174	0.031
n w	0.0	27	5084	2380	0.0
l w	0.0	7	357	2380	0.016
r kʰ	0.0	7	3471	274	0.016
l m	0.0	7	357	3281	0.016
x n	0.0	23	2776	5084	0.0
s p'	0.0	6	3493	299	0.031
j ɲ	0.0	8	2678	710	0.008
r w	0.0	16	3471	2380	0.0
s tʃ	0.0	17	3493	2727	0.0
j t'	0.0	5	2678	378	0.062
ʎ m	0.0	11	1756	3281	0.001
w tʃ'	0.0	4	2380	328	0.125
r t	0.0	16	3471	3731	0.0
ʎ k'	0.0	3	1756	319	0.25
ʃ q	0.0	3	464	1334	0.25
n j	0.0	14	5084	2678	0.0
n tʰ	0.0	2	5084	70	0.5
s ɲ	0.0	5	3493	710	0.062
ʎ k	0.0	7	1756	2914	0.016
ɲ t	0.0	5	710	3731	0.062
s kʰ	0.0	3	3493	274	0.25
l k'	0.0	1	357	319	1.0
n n	0.0	15	5084	5084	0.0
n s	0.0	12	5084	3493	0.0
n ʎ	0.0	8	5084	1756	0.008
m s	0.0	9	3281	3493	0.004
w k'	0.0	2	2380	319	0.5
x tʰ	0.0	1	2776	70	1.0
s r	0.0	7	3493	3471	0.016
x l	0.0	2	2776	357	0.5
l k	0.0	2	357	2914	0.5
ʎ w	0.0	3	1756	2380	0.25
j pʰ	0.0	1	2678	174	1.0
ʎ tʃ	0.0	3	1756	2727	0.25
w t	0.0	4	2380	3731	0.125
r tʃ	0.0	4	3471	2727	0.125
r n	0.0	5	3471	5084	0.062
j kʰ	0.0	1	2678	274	1.0
w r	0.0	3	2380	3471	0.25
j l	0.0	1	2678	357	1.0
r j	0.0	3	3471	2678	0.25
r p'	0.0	1	3471	299	1.0
s l	0.0	1	3493	357	1.0
r ʎ	0.0	2	3471	1756	0.5
l p	0.0	1	357	4493	1.0
ʃ r	0.0	1	464	3471	1.0
ʃ t	0.0	1	464	3731	1.0
h w	0.0	1	812	2380	1.0
w h	0.0	1	2380	812	1.0
j h	0.0	1	2678	812	1.0
r ɲ	0.0	1	3471	710	1.0
h m	0.0	1	812	3281	1.0
h t	0.0	1	812	3731	1.0
w j	0.0	1	2380	2678	1.0
w tʃ	0.0	1	2380	2727	1.0
ʎ t	0.0	1	1756	3731	1.0
w k	0.0	1	2380	2914	1.0
s j	0.0	1	3493	2678	1.0
m n	0.0	1	3281	5084	1.0
