ngram	insep	N(C1C2)	N(C1)	N(C2)	p(C1C2)
c c	0.82	31	175	175	0.0
ɟ ʒ	0.41	28	223	221	0.0
n ɡ	0.26	133	1431	1216	0.0
n d	0.26	105	1431	776	0.0
ʒ ʒ	0.26	22	221	221	0.0
n ts	0.16	74	1431	614	0.0
s t	0.16	95	794	1835	0.0
ʃ t	0.13	98	1040	1835	0.0
t t	0.12	126	1835	1835	0.0
n t	0.11	104	1431	1835	0.0
m b	0.1	60	1066	923	0.0
t r	0.09	130	1835	2593	0.0
m p	0.08	65	1066	1244	0.0
l l	0.07	96	1867	1867	0.0
ts s	0.07	35	614	794	0.0
f f	0.06	30	602	602	0.0
n cʃ	0.06	42	1431	512	0.0
p p	0.06	58	1244	1244	0.0
s s	0.06	37	794	794	0.0
n ɟ	0.05	25	1431	223	0.0
r ɡ	0.05	78	2593	1216	0.0
r ts	0.05	54	2593	614	0.0
k k	0.05	78	1824	1824	0.0
r d	0.05	60	2593	776	0.0
ʃ p	0.05	48	1040	1244	0.0
f r	0.04	48	602	2593	0.0
ɲ ɲ	0.04	15	406	406	0.0
p r	0.03	65	1244	2593	0.0
d r	0.03	51	776	2593	0.0
p l	0.03	53	1244	1867	0.0
n k	0.03	54	1431	1824	0.0
f l	0.03	35	602	1867	0.0
b r	0.03	51	923	2593	0.0
ʃ k	0.03	45	1040	1824	0.0
r t	0.03	71	2593	1835	0.0
n z	0.03	28	1431	526	0.0
ɟ ɟ	0.03	7	223	223	0.016
b l	0.02	40	923	1867	0.0
k l	0.02	53	1824	1867	0.0
cʃ ʃ	0.02	20	512	1040	0.0
r v	0.02	35	2593	629	0.0
j t	0.02	28	569	1835	0.0
z z	0.02	14	526	526	0.0
r m	0.02	43	2593	1066	0.0
s k	0.02	31	794	1824	0.0
ɡ r	0.02	45	1216	2593	0.0
r b	0.02	38	2593	923	0.0
k r	0.02	53	1824	2593	0.0
b b	0.01	22	923	923	0.0
ʃ l	0.01	31	1040	1867	0.0
r k	0.01	48	2593	1824	0.0
ts k	0.01	23	614	1824	0.0
cʃ k	0.01	20	512	1824	0.0
m m	0.01	22	1066	1066	0.0
k v	0.01	22	1824	629	0.0
z d	0.01	13	526	776	0.0
k t	0.01	37	1824	1835	0.0
d v	0.01	14	776	629	0.0
ʃ v	0.01	16	1040	629	0.0
l t	0.01	36	1867	1835	0.0
j j	0.01	11	569	569	0.001
p s	0.01	18	1244	794	0.0
s l	0.01	22	794	1867	0.0
m l	0.01	25	1066	1867	0.0
c k	0.01	10	175	1824	0.002
ɲ h	0.01	8	406	522	0.008
z m	0.01	13	526	1066	0.0
d z	0.01	11	776	526	0.001
z l	0.01	17	526	1867	0.0
d l	0.01	20	776	1867	0.0
j h	0.01	9	569	522	0.004
z ɡ	0.01	13	526	1216	0.0
ʃ m	0.01	17	1040	1066	0.0
n n	0.01	23	1431	1431	0.0
ɡ l	0.01	24	1216	1867	0.0
r ʒ	0.01	12	2593	221	0.0
t v	0.01	17	1835	629	0.0
k s	0.01	19	1824	794	0.0
r ɲ	0.01	16	2593	406	0.0
r n	0.01	30	2593	1431	0.0
j s	0.01	10	569	794	0.002
r z	0.01	17	2593	526	0.0
ʒ d	0.01	6	221	776	0.031
r j	0.01	17	2593	569	0.0
r r	0.01	36	2593	2593	0.0
r c	0.0	9	2593	175	0.004
l d	0.0	16	1867	776	0.0
ɡ ɡ	0.0	16	1216	1216	0.0
l cʃ	0.0	12	1867	512	0.0
r h	0.0	14	2593	522	0.0
n c	0.0	6	1431	175	0.031
l ɡ	0.0	18	1867	1216	0.0
j k	0.0	12	569	1824	0.0
r ʃ	0.0	19	2593	1040	0.0
ʃ ʃ	0.0	12	1040	1040	0.0
f t	0.0	12	602	1835	0.0
ɡ d	0.0	11	1216	776	0.001
r cʃ	0.0	13	2593	512	0.0
n s	0.0	12	1431	794	0.0
p t	0.0	17	1244	1835	0.0
m f	0.0	9	1066	602	0.004
l ts	0.0	12	1867	614	0.0
l v	0.0	12	1867	629	0.0
r f	0.0	13	2593	602	0.0
d d	0.0	8	776	776	0.008
t l	0.0	19	1835	1867	0.0
f j	0.0	6	602	569	0.031
r p	0.0	18	2593	1244	0.0
ɲ v	0.0	5	406	629	0.062
ʃ n	0.0	12	1040	1431	0.0
j ɡ	0.0	8	569	1216	0.008
l m	0.0	13	1867	1066	0.0
s p	0.0	9	794	1244	0.004
j d	0.0	6	569	776	0.031
ʒ ɟ	0.0	2	221	223	0.5
b ʒ	0.0	4	923	221	0.125
s m	0.0	8	794	1066	0.008
l k	0.0	16	1867	1824	0.0
r l	0.0	19	2593	1867	0.0
j f	0.0	5	569	602	0.062
ɡ n	0.0	11	1216	1431	0.001
j ɲ	0.0	4	569	406	0.125
t k	0.0	15	1835	1824	0.0
m cʃ	0.0	6	1066	512	0.031
s c	0.0	3	794	175	0.25
ɡ v	0.0	7	1216	629	0.016
p ʃ	0.0	9	1244	1040	0.004
j n	0.0	7	569	1431	0.016
ʒ ɡ	0.0	4	221	1216	0.125
k ʃ	0.0	10	1824	1040	0.002
z b	0.0	5	526	923	0.062
b d	0.0	6	923	776	0.031
ʃ c	0.0	3	1040	175	0.25
c m	0.0	3	175	1066	0.25
z n	0.0	6	526	1431	0.031
k j	0.0	7	1824	569	0.016
p ts	0.0	6	1244	614	0.031
t n	0.0	11	1835	1431	0.001
cʃ m	0.0	5	512	1066	0.062
j ts	0.0	4	569	614	0.125
l n	0.0	11	1867	1431	0.001
j v	0.0	4	569	629	0.125
ɡ b	0.0	7	1216	923	0.016
l f	0.0	7	1867	602	0.016
ʃ ɲ	0.0	4	1040	406	0.125
k h	0.0	6	1824	522	0.031
ɡ j	0.0	5	1216	569	0.062
n h	0.0	5	1431	522	0.062
p f	0.0	5	1244	602	0.062
k f	0.0	6	1824	602	0.031
f k	0.0	6	602	1824	0.031
s v	0.0	4	794	629	0.125
ts l	0.0	6	614	1867	0.031
r s	0.0	8	2593	794	0.008
j cʃ	0.0	3	569	512	0.25
j z	0.0	3	569	526	0.25
ʃ h	0.0	4	1040	522	0.125
n f	0.0	5	1431	602	0.062
h m	0.0	4	522	1066	0.125
m z	0.0	4	1066	526	0.125
ɟ v	0.0	2	223	629	0.5
l b	0.0	7	1867	923	0.016
ɡ m	0.0	6	1216	1066	0.031
j m	0.0	4	569	1066	0.125
h t	0.0	5	522	1835	0.062
j l	0.0	5	569	1867	0.062
ts v	0.0	3	614	629	0.25
p j	0.0	4	1244	569	0.125
s n	0.0	5	794	1431	0.062
l ɟ	0.0	3	1867	223	0.25
p k	0.0	7	1244	1824	0.016
l p	0.0	7	1867	1244	0.016
k n	0.0	7	1824	1431	0.016
k m	0.0	6	1824	1066	0.031
s ts	0.0	3	794	614	0.25
ts n	0.0	4	614	1431	0.125
ʒ m	0.0	2	221	1066	0.5
m ʒ	0.0	2	1066	221	0.5
r ɟ	0.0	3	2593	223	0.25
j ʃ	0.0	3	569	1040	0.25
ɡ h	0.0	3	1216	522	0.25
p cʃ	0.0	3	1244	512	0.25
ɡ z	0.0	3	1216	526	0.25
v l	0.0	4	629	1867	0.125
l ʃ	0.0	5	1867	1040	0.062
ʒ n	0.0	2	221	1431	0.5
cʃ n	0.0	3	512	1431	0.25
z v	0.0	2	526	629	0.5
ɡ t	0.0	5	1216	1835	0.062
c h	0.0	1	175	522	1.0
n ʃ	0.0	4	1431	1040	0.125
f n	0.0	3	602	1431	0.25
n v	0.0	3	1431	629	0.25
ɟ l	0.0	2	223	1867	0.5
ʃ r	0.0	5	1040	2593	0.062
l h	0.0	3	1867	522	0.25
c v	0.0	1	175	629	1.0
s f	0.0	2	794	602	0.5
b z	0.0	2	923	526	0.5
j ʒ	0.0	1	569	221	1.0
b j	0.0	2	923	569	0.5
j b	0.0	2	569	923	0.5
ʃ cʃ	0.0	2	1040	512	0.5
m j	0.0	2	1066	569	0.5
ʃ ts	0.0	2	1040	614	0.5
p h	0.0	2	1244	522	0.5
m v	0.0	2	1066	629	0.5
j p	0.0	2	569	1244	0.5
t ɲ	0.0	2	1835	406	0.5
ʒ b	0.0	1	221	923	1.0
ɟ b	0.0	1	223	923	1.0
d m	0.0	2	776	1066	0.5
z ɲ	0.0	1	526	406	1.0
t h	0.0	2	1835	522	0.5
l z	0.0	2	1867	526	0.5
v ɲ	0.0	1	629	406	1.0
m ʃ	0.0	2	1066	1040	0.5
d n	0.0	2	776	1431	0.5
k ts	0.0	2	1824	614	0.5
h j	0.0	1	522	569	1.0
f h	0.0	1	602	522	1.0
n ʒ	0.0	1	1431	221	1.0
s ɲ	0.0	1	794	406	1.0
l c	0.0	1	1867	175	1.0
h r	0.0	2	522	2593	0.5
z r	0.0	2	526	2593	0.5
v j	0.0	1	629	569	1.0
j r	0.0	2	569	2593	0.5
f ts	0.0	1	602	614	1.0
ts f	0.0	1	614	602	1.0
m n	0.0	2	1066	1431	0.5
v r	0.0	2	629	2593	0.5
l ʒ	0.0	1	1867	221	1.0
s h	0.0	1	794	522	1.0
ɲ ʃ	0.0	1	406	1040	1.0
p n	0.0	2	1244	1431	0.5
f s	0.0	1	602	794	1.0
m t	0.0	2	1066	1835	0.5
m h	0.0	1	1066	522	1.0
ɡ cʃ	0.0	1	1216	512	1.0
ts m	0.0	1	614	1066	1.0
v m	0.0	1	629	1066	1.0
d b	0.0	1	776	923	1.0
f ɡ	0.0	1	602	1216	1.0
k ɲ	0.0	1	1824	406	1.0
ɲ l	0.0	1	406	1867	1.0
k cʃ	0.0	1	1824	512	1.0
cʃ t	0.0	1	512	1835	1.0
h l	0.0	1	522	1867	1.0
l j	0.0	1	1867	569	1.0
ts t	0.0	1	614	1835	1.0
ɡ ʃ	0.0	1	1216	1040	1.0
m ɡ	0.0	1	1066	1216	1.0
n b	0.0	1	1431	923	1.0
p m	0.0	1	1244	1066	1.0
ts r	0.0	1	614	2593	1.0
n p	0.0	1	1431	1244	1.0
m k	0.0	1	1066	1824	1.0
t m	0.0	1	1835	1066	1.0
t ɡ	0.0	1	1835	1216	1.0
k p	0.0	1	1824	1244	1.0
n l	0.0	1	1431	1867	1.0
m r	0.0	1	1066	2593	1.0
l r	0.0	1	1867	2593	1.0
