ngram	insep	N(C1C2)	N(C1)	N(C2)	p(C1C2)
ɴ ɢ	0.81	776	1132	9856	0.0
t s	0.76	4197	21340	16375	0.0
n t	0.24	1922	11001	21340	0.0
ɴ χ	0.19	356	1132	8846	0.0
rʲ j	0.18	300	2178	3444	0.0
m tʃ	0.13	568	6744	5371	0.0
ɮ tʃ	0.13	976	21018	5371	0.0
ɮ t	0.12	1909	21018	21340	0.0
ɮ tʰ	0.1	1404	21018	13775	0.0
r tʃʰ	0.09	725	18292	4972	0.0
ɮ ɢ	0.07	993	21018	9856	0.0
ɢ tʃʰ	0.06	443	9856	4972	0.0
w tʃʰ	0.06	296	4473	4972	0.0
r tʰ	0.06	983	18292	13775	0.0
g tʃʰ	0.06	522	14588	4972	0.0
ŋ g	0.04	700	11537	14588	0.0
r g	0.04	873	18292	14588	0.0
ɢ t	0.04	753	9856	21340	0.0
r ɢ	0.04	693	18292	9856	0.0
ɮ p	0.04	508	21018	4819	0.0
ɮ tsʰ	0.04	408	21018	3375	0.0
ŋ x	0.03	416	11537	6836	0.0
w ʃ	0.03	186	4473	3550	0.0
n tʰ	0.03	568	11001	13775	0.0
ɮ s	0.03	851	21018	16375	0.0
r ɮ	0.03	874	18292	21018	0.0
g t	0.03	771	14588	21340	0.0
ɢ tʰ	0.03	499	9856	13775	0.0
s tʰ	0.03	636	16375	13775	0.0
ŋ gʲ	0.03	173	11537	1511	0.0
r s	0.03	716	18292	16375	0.0
x g	0.02	397	6836	14588	0.0
ɮ tʃʰ	0.02	395	21018	4972	0.0
χ j	0.02	208	8846	3444	0.0
r t	0.02	734	18292	21340	0.0
r χ	0.02	464	18292	8846	0.0
n tsʰ	0.02	222	11001	3375	0.0
ɮ g	0.02	626	21018	14588	0.0
tʃʰ ɮ	0.02	364	4972	21018	0.0
tʰ g	0.02	496	13775	14588	0.0
tʃʰ tʲ	0.02	78	4972	1016	0.0
n tʰʲ	0.02	113	11001	972	0.0
m p	0.02	196	6744	4819	0.0
pʰ r	0.02	152	1127	18292	0.0
w tʰ	0.02	257	4473	13775	0.0
n tʲ	0.01	100	11001	1016	0.0
m tʰ	0.01	279	6744	13775	0.0
pʰ rʲ	0.01	45	1127	2178	0.0
m pʰ	0.01	79	6744	1127	0.0
s tʰʲ	0.01	114	16375	972	0.0
w s	0.01	244	4473	16375	0.0
r x	0.01	297	18292	6836	0.0
n tʃ	0.01	204	11001	5371	0.0
n ʃ	0.01	165	11001	3550	0.0
g tʰ	0.01	374	14588	13775	0.0
s ɢ	0.01	335	16375	9856	0.0
r w	0.01	237	18292	4473	0.0
w ɮ	0.01	254	4473	21018	0.0
rʲ tsʰ	0.01	71	2178	3375	0.0
pʰ pʰʲ	0.01	18	1127	431	0.0
r ʃ	0.01	208	18292	3550	0.0
r xʲ	0.01	108	18292	966	0.0
ɮ tʰʲ	0.01	115	21018	972	0.0
m pʰʲ	0.01	43	6744	431	0.0
wʲ j	0.01	41	782	3444	0.0
ɢ ɮ	0.01	359	9856	21018	0.0
pʰ pʰ	0.01	28	1127	1127	0.0
g ɮ	0.01	433	14588	21018	0.0
m t	0.01	296	6744	21340	0.0
t ɮ	0.01	508	21340	21018	0.0
r gʲ	0.01	126	18292	1511	0.0
tʰ ɢ	0.01	277	13775	9856	0.0
m s	0.01	248	6744	16375	0.0
nʲ j	0.01	61	1945	3444	0.0
s n	0.01	316	16375	11001	0.0
m ʃ	0.01	114	6744	3550	0.0
s nʲ	0.01	126	16375	1945	0.0
s ɮ	0.01	408	16375	21018	0.0
g tʃ	0.01	194	14588	5371	0.0
t ʃʰ	0.01	10	21340	10	0.002
w t	0.01	209	4473	21340	0.0
s g	0.01	315	16375	14588	0.0
n s	0.01	264	11001	16375	0.0
tʃʰ t	0.01	202	4972	21340	0.0
r tʃ	0.01	193	18292	5371	0.0
ŋ xʲ	0.01	65	11537	966	0.0
tʃ ɮ	0.01	203	5371	21018	0.0
r m	0.01	205	18292	6744	0.0
ɮ ɮ	0.0	379	21018	21018	0.0
w tsʰ	0.0	67	4473	3375	0.0
mʲ t	0.0	77	938	21340	0.0
t w	0.0	167	21340	4473	0.0
tʰ r	0.0	262	13775	18292	0.0
s pʰ	0.0	70	16375	1127	0.0
ɢ s	0.0	205	9856	16375	0.0
g s	0.0	246	14588	16375	0.0
m tʃʰ	0.0	92	6744	4972	0.0
n tʃʰ	0.0	117	11001	4972	0.0
tʰ ɮ	0.0	269	13775	21018	0.0
w χ	0.0	99	4473	8846	0.0
m tsʰ	0.0	73	6744	3375	0.0
r tsʰ	0.0	117	18292	3375	0.0
g g	0.0	216	14588	14588	0.0
t r	0.0	291	21340	18292	0.0
m n	0.0	125	6744	11001	0.0
w r	0.0	131	4473	18292	0.0
tʰ n	0.0	178	13775	11001	0.0
ɢ ʃ	0.0	84	9856	3550	0.0
s s	0.0	230	16375	16375	0.0
x nʲ	0.0	51	6836	1945	0.0
s gʲ	0.0	69	16375	1511	0.0
pʲ j	0.0	21	677	3444	0.0
t sʰ	0.0	4	21340	4	0.125
r mʲ	0.0	55	18292	938	0.0
m ɢ	0.0	108	6744	9856	0.0
m gʲ	0.0	42	6744	1511	0.0
g ʃ	0.0	93	14588	3550	0.0
tsʰ ɮ	0.0	107	3375	21018	0.0
ɮ ɮʲ	0.0	82	21018	2010	0.0
x t	0.0	151	6836	21340	0.0
t t	0.0	264	21340	21340	0.0
r n	0.0	173	18292	11001	0.0
wʲ tʃʰ	0.0	24	782	4972	0.0
ɢ n	0.0	126	9856	11001	0.0
tʰ rʲ	0.0	64	13775	2178	0.0
ʃ g	0.0	83	3550	14588	0.0
x n	0.0	100	6836	11001	0.0
xʲ j	0.0	21	966	3444	0.0
pʰʲ j	0.0	14	431	3444	0.0
p rʲ	0.0	37	4819	2178	0.0
r nʲ	0.0	68	18292	1945	0.0
r wʲ	0.0	43	18292	782	0.0
ɮ m	0.0	135	21018	6744	0.0
pʰ ɮʲ	0.0	17	1127	2010	0.0
m r	0.0	125	6744	18292	0.0
ʃ ɮ	0.0	97	3550	21018	0.0
wʲ s	0.0	40	782	16375	0.0
x rʲ	0.0	43	6836	2178	0.0
χ t	0.0	151	8846	21340	0.0
ɢ tsʰ	0.0	63	9856	3375	0.0
s pʰʲ	0.0	29	16375	431	0.0
x ɮ	0.0	126	6836	21018	0.0
ɮ xʲ	0.0	47	21018	966	0.0
g tsʰ	0.0	72	14588	3375	0.0
ɮ χ	0.0	139	21018	8846	0.0
t tʃ	0.0	109	21340	5371	0.0
x tʰ	0.0	96	6836	13775	0.0
tsʰ gʲ	0.0	22	3375	1511	0.0
tsʰ s	0.0	71	3375	16375	0.0
s tʃʰ	0.0	86	16375	4972	0.0
ɢ tʰʲ	0.0	29	9856	972	0.0
g n	0.0	117	14588	11001	0.0
w xʲ	0.0	19	4473	966	0.0
t tʰ	0.0	151	21340	13775	0.0
ɮ gʲ	0.0	49	21018	1511	0.0
χ s	0.0	104	8846	16375	0.0
ɮʲ pʰ	0.0	13	2010	1127	0.0
pʰ tʰʲ	0.0	9	1127	972	0.004
tʃʰ tʰ	0.0	71	4972	13775	0.0
t ɮʲ	0.0	56	21340	2010	0.0
n p	0.0	62	11001	4819	0.0
ʃ wʲ	0.0	14	3550	782	0.0
m ɮ	0.0	100	6744	21018	0.0
s r	0.0	145	16375	18292	0.0
g rʲ	0.0	46	14588	2178	0.0
r ɮʲ	0.0	49	18292	2010	0.0
ɢ w	0.0	53	9856	4473	0.0
tʰ tʰ	0.0	109	13775	13775	0.0
pʰ ɮ	0.0	38	1127	21018	0.0
mʲ j	0.0	14	938	3444	0.0
s m	0.0	81	16375	6744	0.0
g nʲ	0.0	41	14588	1945	0.0
w ɢ	0.0	51	4473	9856	0.0
m pʲ	0.0	16	6744	677	0.0
wʲ tsʰ	0.0	12	782	3375	0.0
s w	0.0	63	16375	4473	0.0
w tʃ	0.0	36	4473	5371	0.0
tʰ nʲ	0.0	38	13775	1945	0.0
ʃ gʲ	0.0	17	3550	1511	0.0
rʲ t	0.0	50	2178	21340	0.0
ʃ tʰ	0.0	51	3550	13775	0.0
t tʃʰ	0.0	75	21340	4972	0.0
s t	0.0	134	16375	21340	0.0
m g	0.0	71	6744	14588	0.0
ɮ pʲ	0.0	27	21018	677	0.0
ɮʲ tʰʲ	0.0	10	2010	972	0.002
tʰ s	0.0	107	13775	16375	0.0
tʃʰ nʲ	0.0	22	4972	1945	0.0
w rʲ	0.0	22	4473	2178	0.0
rʲ s	0.0	42	2178	16375	0.0
t nʲ	0.0	45	21340	1945	0.0
mʲ tʰ	0.0	25	938	13775	0.0
ɮ x	0.0	83	21018	6836	0.0
n nʲ	0.0	32	11001	1945	0.0
ɮʲ t	0.0	45	2010	21340	0.0
x s	0.0	72	6836	16375	0.0
χ ɮ	0.0	92	8846	21018	0.0
tsʰ g	0.0	47	3375	14588	0.0
p ɮ	0.0	66	4819	21018	0.0
ɢ j	0.0	38	9856	3444	0.0
p ɮʲ	0.0	20	4819	2010	0.0
tsʰ ɢ	0.0	37	3375	9856	0.0
tʃ tʰ	0.0	55	5371	13775	0.0
m mʲ	0.0	16	6744	938	0.0
t g	0.0	112	21340	14588	0.0
t gʲ	0.0	36	21340	1511	0.0
tʃ s	0.0	58	5371	16375	0.0
tsʰ t	0.0	52	3375	21340	0.0
s ɮʲ	0.0	35	16375	2010	0.0
t m	0.0	73	21340	6744	0.0
m χ	0.0	47	6744	8846	0.0
