ngram	insep	N(C1C2)	N(C1)	N(C2)	p(C1C2)
ɴ q'	2.02	5	78	194	0.062
j t	1.73	125	2947	3741	0.0
x ʎ	1.2	63	2414	1677	0.0
j w	1.15	81	2947	2369	0.0
s k	1.1	89	2724	3223	0.0
s q'	1.02	21	2724	194	0.0
ʃ k	0.88	40	693	3223	0.0
w s	0.8	65	2369	2724	0.0
r k'	0.74	20	3034	219	0.0
w p	0.67	69	2369	3639	0.0
r m	0.67	72	3034	3094	0.0
m p'	0.64	19	3094	224	0.0
l t	0.59	22	266	3741	0.0
ʎ p	0.56	53	1677	3639	0.0
j ʎ	0.52	46	2947	1677	0.0
ʎ tʃ'	0.5	15	1677	328	0.0
ɲ tʃ'	0.48	11	937	328	0.001
ʃ kʰ	0.39	8	693	288	0.008
ŋ kʰ	0.38	2	45	288	0.5
ɲ tʃʰ	0.27	5	937	122	0.062
x r	0.27	40	2414	3034	0.0
ʃ pʰ	0.25	5	693	174	0.062
s t'	0.25	13	2724	300	0.0
x tʃ	0.25	38	2414	2942	0.0
j n	0.23	54	2947	5337	0.0
j q	0.22	28	2947	1459	0.0
j tʃ'	0.18	12	2947	328	0.0
r k	0.17	37	3034	3223	0.0
x t'	0.17	10	2414	300	0.002
j m	0.15	34	2947	3094	0.0
r q'	0.1	7	3034	194	0.016
x tʃ'	0.1	8	2414	328	0.008
l w	0.1	7	266	2369	0.016
m pʰ	0.08	6	3094	174	0.031
j q'	0.08	6	2947	194	0.031
l m	0.07	7	266	3094	0.016
j r	0.07	23	2947	3034	0.0
s p'	0.07	6	2724	224	0.031
x j	0.07	20	2414	2947	0.0
r kʰ	0.07	7	3034	288	0.016
ʃ w	0.05	8	693	2369	0.008
x p	0.05	18	2414	3639	0.0
j s	0.04	17	2947	2724	0.0
r w	0.04	16	3034	2369	0.0
x w	0.04	13	2414	2369	0.0
j t'	0.03	5	2947	300	0.062
j tʃʰ	0.03	3	2947	122	0.25
ʎ k'	0.03	3	1677	219	0.25
ʎ m	0.03	11	1677	3094	0.001
w tʃ'	0.03	4	2369	328	0.125
r t	0.02	15	3034	3741	0.0
l k'	0.02	1	266	219	1.0
n r	0.02	16	5337	3034	0.0
s t	0.02	12	2724	3741	0.0
ʃ tʃʰ	0.01	1	693	122	1.0
j tʃ	0.01	10	2947	2942	0.002
x n	0.01	12	2414	5337	0.0
n tʰ	0.01	2	5337	70	0.5
m s	0.01	9	3094	2724	0.004
ʎ k	0.01	7	1677	3223	0.016
ʃ q	0.01	3	693	1459	0.25
x m	0.01	8	2414	3094	0.008
w k'	0.01	2	2369	219	0.5
x l	0.01	2	2414	266	0.5
x tʰ	0.01	1	2414	70	1.0
s m	0.01	7	2724	3094	0.016
ʎ tʃʰ	0.01	1	1677	122	1.0
l k	0.01	2	266	3223	0.5
w q	0.01	4	2369	1459	0.125
n s	0.01	8	5337	2724	0.008
s ɲ	0.0	3	2724	937	0.25
l q	0.0	1	266	1459	1.0
s w	0.0	4	2724	2369	0.125
ʎ w	0.0	3	1677	2369	0.25
j pʰ	0.0	1	2947	174	1.0
ʎ tʃ	0.0	3	1677	2942	0.25
r tʃ	0.0	4	3034	2942	0.125
j l	0.0	1	2947	266	1.0
w r	0.0	3	2369	3034	0.25
j kʰ	0.0	1	2947	288	1.0
h w	0.0	1	800	2369	1.0
ʃ r	0.0	1	693	3034	1.0
w t	0.0	2	2369	3741	0.5
j ɲ	0.0	1	2947	937	1.0
s ʎ	0.0	1	2724	1677	1.0
w tʃ	0.0	1	2369	2942	1.0
w j	0.0	1	2369	2947	1.0
w k	0.0	1	2369	3223	1.0
j p	0.0	1	2947	3639	1.0
s n	0.0	1	2724	5337	1.0
r n	0.0	1	3034	5337	1.0
