ngram	insep	N(C1C2)	N(C1)	N(C2)	p(C1C2)
ŋ g	7.25	1680	1856	3596	0.0
t ʃ	5.41	2455	5911	3231	0.0
d z	3.38	1682	5595	2567	0.0
n d	1.91	1597	4100	5595	0.0
d ʒ	1.83	787	5595	1035	0.0
m b	1.8	1262	4914	3094	0.0
p f	1.37	487	1912	1547	0.0
b ʋ	0.98	502	3094	1420	0.0
g w	0.62	594	3596	2695	0.0
k w	0.56	638	4604	2695	0.0
t s	0.52	603	5911	2031	0.0
ɦ w	0.5	237	720	2695	0.0
ɲ d	0.3	398	1599	5595	0.0
t ʂ	0.23	201	5911	503	0.0
n z	0.18	330	4100	2567	0.0
n ʐ	0.16	120	4100	371	0.0
ʒ g	0.12	164	1035	3596	0.0
b w	0.1	221	3094	2695	0.0
m w	0.08	252	4914	2695	0.0
d ʐ	0.07	90	5595	371	0.0
b ʒ	0.06	102	3094	1035	0.0
r w	0.03	176	7057	2695	0.0
m ʋ	0.02	83	4914	1420	0.0
s k	0.02	96	2031	4604	0.0
ʃ k	0.01	100	3231	4604	0.0
z g	0.01	61	2567	3596	0.0
ʃ w	0.01	55	3231	2695	0.0
n w	0.0	56	4100	2695	0.0
p k	0.0	49	1912	4604	0.0
d w	0.0	37	5595	2695	0.0
ɲ ŋ	0.0	16	1599	1856	0.0
t k	0.0	38	5911	4604	0.0
nʱ w	0.0	5	664	2695	0.062
ŋ w	0.0	8	1856	2695	0.008
ʒ w	0.0	4	1035	2695	0.125
s t	0.0	7	2031	5911	0.016
ɲ w	0.0	4	1599	2695	0.125
f j	0.0	1	1547	523	1.0
mʱ w	0.0	1	373	2695	1.0
k r	0.0	4	4604	7057	0.125
g ɦ	0.0	1	3596	720	1.0
p r	0.0	2	1912	7057	0.5
d ʋ	0.0	1	5595	1420	1.0
d r	0.0	1	5595	7057	1.0
