ngram	insep	N(C1C2)	N(C1)	N(C2)	p(C1C2)
s t	0.93	8862	39154	32930	0.0
s kʲ	0.87	3848	39154	6635	0.0
p rʲ	0.48	4056	27009	19442	0.0
n n	0.46	9073	52552	52552	0.0
p r	0.25	4297	27009	41964	0.0
s tʲ	0.22	4242	39154	31863	0.0
t r	0.15	3653	32930	41964	0.0
s k	0.11	3044	39154	32053	0.0
t rʲ	0.1	2092	32930	19442	0.0
ɡ r	0.1	1739	10770	41964	0.0
tɕ n	0.08	2021	14245	52552	0.0
lʲ n	0.08	2499	22159	52552	0.0
b r	0.06	1366	11160	41964	0.0
z m	0.06	933	16112	13804	0.0
p l	0.05	1143	27009	15797	0.0
t v	0.04	1806	32930	35339	0.0
b lʲ	0.04	822	11160	22159	0.0
s p	0.04	1676	39154	27009	0.0
ɡ l	0.04	660	10770	15797	0.0
ts kʲ	0.04	527	17692	6635	0.0
k r	0.04	1768	32053	41964	0.0
p lʲ	0.03	1146	27009	22159	0.0
b rʲ	0.03	677	11160	19442	0.0
f ʂ	0.03	256	4082	7696	0.0
z vʲ	0.03	516	16112	8241	0.0
s vʲ	0.03	781	39154	8241	0.0
z d	0.03	686	16112	15512	0.0
t vʲ	0.03	692	32930	8241	0.0
t n	0.03	1746	32930	52552	0.0
ɡ rʲ	0.03	597	10770	19442	0.0
s l	0.03	1023	39154	15797	0.0
d n	0.02	1148	15512	52552	0.0
s pʲ	0.02	656	39154	7360	0.0
ʂ k	0.02	604	7696	32053	0.0
n t	0.02	1586	52552	32930	0.0
t k	0.02	1210	32930	32053	0.0
f t	0.02	430	4082	32930	0.0
z n	0.02	1044	16112	52552	0.0
b l	0.02	465	11160	15797	0.0
v lʲ	0.02	975	35339	22159	0.0
k rʲ	0.02	863	32053	19442	0.0
d r	0.02	855	15512	41964	0.0
ʐ dʲ	0.02	224	6857	6623	0.0
l k	0.02	742	15797	32053	0.0
r n	0.02	1537	41964	52552	0.0
x l	0.02	298	5255	15797	0.0
k lʲ	0.02	864	32053	22159	0.0
tɕ k	0.02	680	14245	32053	0.0
k l	0.02	707	32053	15797	0.0
s sʲ	0.02	464	39154	5579	0.0
d vʲ	0.01	350	15512	8241	0.0
d nʲ	0.01	509	15512	17608	0.0
x lʲ	0.01	329	5255	22159	0.0
k t	0.01	984	32053	32930	0.0
j sʲ	0.01	463	45333	5579	0.0
r m	0.01	689	41964	13804	0.0
z ɡ	0.01	373	16112	10770	0.0
n k	0.01	1108	52552	32053	0.0
f s	0.01	340	4082	39154	0.0
v k	0.01	903	35339	32053	0.0
s lʲ	0.01	770	39154	22159	0.0
s s	0.01	1021	39154	39154	0.0
d s	0.01	615	15512	39154	0.0
z v	0.01	595	16112	35339	0.0
l lʲ	0.01	462	15797	22159	0.0
d rʲ	0.01	428	15512	19442	0.0
ʑ ʐ	0.01	4	4	6857	0.125
r s	0.01	971	41964	39154	0.0
n s	0.01	1079	52552	39154	0.0
lʲ nʲ	0.01	465	22159	17608	0.0
ʐ n	0.01	445	6857	52552	0.0
r ɡ	0.01	498	41964	10770	0.0
z mʲ	0.01	244	16112	6956	0.0
x v	0.01	311	5255	35339	0.0
z b	0.01	306	16112	11160	0.0
ʂ lʲ	0.01	297	7696	22159	0.0
m n	0.01	611	13804	52552	0.0
z dʲ	0.01	234	16112	6623	0.0
f sʲ	0.01	107	4082	5579	0.0
r t	0.01	828	41964	32930	0.0
s m	0.01	516	39154	13804	0.0
d v	0.01	519	15512	35339	0.0
r ʐ	0.01	376	41964	6857	0.0
t nʲ	0.01	527	32930	17608	0.0
ɡ lʲ	0.01	337	10770	22159	0.0
r k	0.01	780	41964	32053	0.0
v z	0.01	495	35339	16112	0.0
d k	0.01	459	15512	32053	0.0
